EDR112869,ὑπὸ,ὑπό,preposition,&#916;&#953;&#959;&#947;&#8051;&#957;&#951;&#962; &#8001; &#954;&#965;&#957;&#953;&#954;&#8056;&#962; &#966;&#953;&#955;&#8057;&#963;&#959;&#966;&#959;&#962; &#7984;&#948;&#8060;&#957; &#947;&#965;&#957;&#945;&#8150;&#954;&#945; &#8017;&#960;&#8056; &#960;&#959;&#964;&#945;&#956;&#959;&#8166; &#966;&#949;= &#961;&#959;&#956;&#8051;&#957;&#951;&#957; &#949;&#7990;&#960;&#949;&#957;&#903; &#7940;&#966;&#949;&#962; &#966;&#8051;&#961;&#949;&#963;&#963;&#952;&#945;&#953;<span class='testo_nascosto'>(:&#966;&#8051;&#961;&#949;&#963;&#952;&#945;&#953;)</span> &#964;&#8056; &#954;&#945;&#954;&#8988;&#8056;&#8989;&#957; &#8017;&#960;&#8056; &#954;&#945;`&#954;&#959;&#8166;´ &#922;&#921;&#933;&#931;.
EDR144354,Θ,Θ,unknown,&#920; Faustus Nothus Nothus ((:nomina FAVSTVS et NOTHVS scripta in forma trium navium NOTHVS bis)) 
EDR140223,innectebis,innectebis,unknown,P P P redire   si minus   innecteb(is?) et te [---]
EDR140226,Hectic,Hectic,unknown,Secundus quo Hectic [+10?+ plu]rimam salutem
EDR140039,broc,broc,unknown,&#12296;:columna I&#12297; Branc broc trans nus  &#12296;:columna II&#12297; Nos= ter  tros  men   &#12296;:columna III&#12297; Quod quid quae quas  &#12296;:columna IV&#12297; Rum quis  que dem  &#12296;:columna V&#12297; Con  les lis  mu&#7735;  &#12296;:columna VI&#12297; Mol ma me mae
EDR140039,Branc,Branc,unknown,&#12296;:columna I&#12297; Branc broc trans nus  &#12296;:columna II&#12297; Nos= ter  tros  men   &#12296;:columna III&#12297; Quod quid quae quas  &#12296;:columna IV&#12297; Rum quis  que dem  &#12296;:columna V&#12297; Con  les lis  mu&#7735;  &#12296;:columna VI&#12297; Mol ma me mae
EDR140039,men,ego,unknown,&#12296;:columna I&#12297; Branc broc trans nus  &#12296;:columna II&#12297; Nos= ter  tros  men   &#12296;:columna III&#12297; Quod quid quae quas  &#12296;:columna IV&#12297; Rum quis  que dem  &#12296;:columna V&#12297; Con  les lis  mu&#7735;  &#12296;:columna VI&#12297; Mol ma me mae
EDR140039,mul,mul,unknown,&#12296;:columna I&#12297; Branc broc trans nus  &#12296;:columna II&#12297; Nos= ter  tros  men   &#12296;:columna III&#12297; Quod quid quae quas  &#12296;:columna IV&#12297; Rum quis  que dem  &#12296;:columna V&#12297; Con  les lis  mu&#7735;  &#12296;:columna VI&#12297; Mol ma me mae
EDR140039,Mol,Mol,unknown,&#12296;:columna I&#12297; Branc broc trans nus  &#12296;:columna II&#12297; Nos= ter  tros  men   &#12296;:columna III&#12297; Quod quid quae quas  &#12296;:columna IV&#12297; Rum quis  que dem  &#12296;:columna V&#12297; Con  les lis  mu&#7735;  &#12296;:columna VI&#12297; Mol ma me mae
EDR151877,Antymo,Antymo,unknown,Spedio Antymo [- - -] [redi?]bis e Pompeian[o] a Colono sa&#803;(lutem?)  est augusta&#818;l&#818;[is]
EDR153742,Silentiolus,Silentiolus,unknown,Silentiolus ((:nomen SILENTIOLUS in forma navis scriptum))
