term,lemma
salarius,salarius
salinensi,salinensi
salve,salueo
salvia,saluia
salvum,saluos
salute,salute
salutem?),salutem?)
salutem,saluto
samatissa,samatissa
samnes,samnes
sapiet,sapio
sarnensis,sarnensis
sarnus,sarnus
factum,satisfacio
sator,sato
satur,satur
saturninae,Saturninae
saturninus,Saturninus
satura,saturo
sauf,sauf
sautrane,sautrane
sav,sav
sava,sava
savfei,savfei
saxo,saxum
scaena,scaena
scalis,scala
scalae,scalae
scapheola,scapheola
scarabei,scarabeus
scaudi,scaudi
scaudì,scaudì
scava,scava
scepsidi,scepsidi
scierunt,scierunt
scis,scio
scito,scite
scio,scius
scordopordonicus,scordopordonicus
scribit,scribo
scripsi,scribo
scripta,scribo
scripsit,scribo
scriptum,scriptio
scriptor,scripto
scriptorum,scriptus
scutularius,scutularius
scutis,scutum
scuti,scutum
scuto,scutum
scutum,scutum
scyphus,scyphus
se,se
seciolo,seciolo
sectari,sector
secun,secun
secundus,secundus
securis,securis
secutor,secutor
sed,sed
sedulatus,sedulatus
seems,seems
sella,sella
semis,semis
semper,semper
semproni,Sempronius
senatus,senatus
senos,senex
sentius,sentus
septem,septem
septembres,septembres
septembris,septembris
septentrio,septentrio
septumius,Septumius
sequanus,sequanus
sequere,sequor
ser,serum
servabo,seruo
servus,seruos
servilius,servilius
severus,seuerus
severi,seuerus
sex,sex
sextius,sextius
sexto,sexto
sextus,sextus
shape,shape
shb,shb
shield,shield
si,si
sic,sic
sica,sica
sicaque,sicaque
siccia,siccia
siculis,sicula
siculus,siculus
silentiolus,Silentiolus
siloni,silo
silvestrum,siluester
simplices,simplex
simplex,simplex
simul,simulatque
sindium,sindium
singula,singula
singulos,singulus
sinistram,sinistra
sine,sino
sin,sinum
siqua,siqua
siquis,siquis
sisininus,Sisininus
sitiens,sitio
sitio,sitio
sittius,sittius
situs,situs
socios,socius
socius,socius
socio,socius
sodalis,sodalis
sodales,sodalis
soli,sol
soles,soleo
sollemne,sollemne
sollemnes,sollemnis
solus,solus
spaerus,Spaerus
spartitundiolo,spartitundiolo
spear,spear
spectans,spectans
spedio,spedio
spem,spes
spes,spes
spleia,spleia
stabuli,stabulum
stamen,stamen
stans,stans
statilio,statilio
stationem,statio
statum,status
statius,status
stella,stella
stellae,stella
stellio,stellio
stercora,stercus
stheneli,stheneli
stati,sto
stratonicus,Stratonicus
stratus,stratus
strig(i)les,strig(i)les
strigiles,strigilis
sturnus,sturnus
suarium,suarium
suavis,suauis
sub,sub
suae,subcrispus
suis,subflauus
suum,subiunctiuus
subligaculo,subligaculum
successus,succedo
successa,successus
succurre,succurro
suellius,Suellius
sit,sum
erat,sum
erit,sum
fuit,sum
fuimus,sum
fuerunt,sum
es,sum
esse,sum
erunt,sum
sunt,sum
est,sum
sumus,sum
sint,sum
summa,summus
summus,summus
sumit,sumo
suam,suo
superis,super
superba,superbus
superior,superior
supra,supra
surrentinas,surrentinas
surus,surus
suri,surus
ses,sus
sua,susceptum
sustineas,sustineo
sutores,sutor
symmachus,Symmachus
symphorus,Symphorus
syneros,Syneros
synethus,Synethus
syntrophus,syntrophus
syra,syron
syrus,Syrus
t,t
t(h)raso,t(h)raso
tabificantque,tabificantque
tabulas,tabulo
taedia,taedio
taeduisti,taeduisti
tamen,tamen
tangere,tango
tanto,tantus
tarde,tarde
tatius,tatius
taurus,taurus
tbt,tbt
te,te
telesius,telesius
tempus,tempus
tenens,teneo
tenet,teneo
tenentis,teneo
tenerum,tener
tene,tenere
tertiani,tertianus
tertio,Tertius
testifico,testificor
textor,textor
the,the
theloate,theloate
theorus,theorus
thiophilus,thiophilus
thorax,thorax
thraex,thraex
thraso,thraso
thymatula,thymatula
thymele,thymele
thymiaterion,thymiaterion
tiber,tiber
tiberius,tiberius
ti,Tiberius
tibi,tibi
tiburtinus,tiburtinus
timinia,Timinia
tironis,Tiro
tìtì,tìtì
titinius,Titinius
tito,tito
titus,Titus
titi,Titus
titius,tius
tm,tm
togati,togatus
tomi,tomus
tonsor,tonsor
tonsori,tonsorium
totus,totus
tot,totus
towards,towards
traces,traces
tractatus,tractatus
tractus,tractus
tradere,trado
tracti,traho
trama,trama
trans,trans
trium,tres
tria,tres
tres,tres
trident,tridens
tridens,tridens
tridente,tridens
trident;,trident;
trifolio,trifolio
trimembres,trimembris
triquinias,triquinias
trofime,trofime
tropaion,tropaion
trophaeum,trophaeum
tros,tros
tu,tu
tum,tum
tum?,tum?
tunica,tunico
tuque,tuque
turba probavit,turba probavit
turma,turma
turnum,turnum
turnus,turnus
turris,turris
turuda,turuda
tuis,tus
tutari,tuto
to,tuus
tuo,tuus
tuas,tuus
two,two
tyaniano,tyaniano
tychen,tychen
tύχη,Tύχη
u,u
vade,uado
vale,uale
valens,ualens
valeri,ualeo
valeant,ualeo
valeat,ualeo
valete,ualeo
valentis,ualeo
valeas,ualeo
valeamus,ualeo
variae,uarius
varium,uarius
variis,uarius
vasa,uasa
vasculum,uasculum
ub(ique,ub(ique
ubique,ubique
vecors,uecors
vectat,uecto
vectoribus,uector
vehens,ueho
vela,uela
vel,uelum
venatio,uenatio
venatores,uenator
venerandus,ueneror
veniam,uenia
venimus,uenio
venio,uenio
venis,uenio
veniat,uenio
venientis,uenio
veneris,uenor
veni,uenum
ven,uenum
veneri,uenus
venerem,uenus
verba,uerbum
verna,uerno
verpa,uerpus
versum,uersum
versus,uersus
ver,uerum
vera,uerum
verus,uerus
vestris,uester
vestimentis,uestimentum
veteri,ueter
vexillum,uexillum
ugoni,ugoni
vicini,uicinus
victor,uictor
victoria,uictoria
victoriae,uictoria
victrix,uictrix
vico,uicus
vidimus,uideo
vidisti,uideo
videtur,uideor
viginti,uiginti
vicit,uinco
vinum,uinus
viator,uio
viri,uir
virtutis,uirtus
viro,uirus
vir,uirus
virum,uirus
vitae,uita
vitalis,uitalis
vit,uitis
vivant,uiuo
vivere,uiuo
ulixi,ulixi
ultas,ultus
umbricia,umbricia
umeris,umeo
umeri,umerus
uncus,uncus
uncum,uncus
unguentarius,unguentarius
unguibus,unguis
unum,unus
unus,unus
unam,unus
una,unusquisque
voco,uoco
vocas,uoco
velim,uolo
vis,uolo
volo,uolo
vole,uolo
velis,uolo
voluit,uolo
vota,uotum
votum,uoueo
upright,upright
urbani,urbanus
urbanus,urbanus
urbane,urbanus
urceolos,urceolus
ursi,urgueo
urosacula,urosacula
urso,urso
ursos,ursos
ursus,ursus
us,us
usque,usque
usuram,usura
usura,usura
ut,ut
utica,utica
uti,utor
utreis,utreis
utrisque,utrisque
vulneratum,uulneratus
uxor,uxor
va,va
vadavo,vadavo
valentina,Valentina
valentinae,valentinae
valer,valer
valerius,valerius
vasileus,vasileus
vcq,vcq
vectiga,vectiga
veneriam,veneriam
venì,venì
venivit,venivit
venus,Venus
venusta,Venustus
verginiam,Verginiam
vernionis,vernionis
vervicius,vervicius
vesbine,vesbine
vesbinus,vesbinus
vesuvius,vesuvius
vetat,vetat
vetio,vetio
vettius,vettius
vi,vi
vibidi,vibidi
vicccm,vicccm
vìco,vìco
vìctoria,vìctoria
victorie,victorie
vim,vim
vinicius,Vinicius
virilio,virilio
viriod,viriod
viriotal,viriotal
virumque,virumque
vitalio,Vitalio
vivanius,Vivanius
vix,vix
viλianio,viλianio
voconius,Voconius
vol,vol
voltini,voltini
voltinia,Voltinia
voluìt,voluìt
volumnius,volumnius
vos,vos
votroni,Votronius
w,w
who,who
whose,whose
with,with
words,words
written,written
xvi((semis)),xvi((semis))
xviiiì,xviiiì
zephyros,zephyros
"α",α
"αβγ",αβγ
"αβγδ",αβγδ
"αβγδε",αβγδε
"αβγδεζηθ",αβγδεζηθ
"αβγδεζηθικλμ",αβγδεζηθικλμ
"αβγδεζηθικλμνξοπρστυφχψω",αβγδεζηθικλμνξοπρστυφχψω
"αβγυκφκ",αβγυκφκ
"ἀγαθῷ",ἀγαθῷ
"ἀγαθώτατε",ἀγαθώτατε
"ἄγγελος",ἄγγελος
"ἀγῶνα",ἀγῶνα
"αδελφ",αδελφ
"ἀδελφὸς",ἀδελφὸς
"αδι",αδι
"αδι’",αδι’
"ἄδωνιϲ",ἄδωνιϲ
"αἰθέριαι",αἰθέριαι
"αλε",αλε
"ἀλέξανδrος",ἀλέξανδrος
"ἀλέξανδρε",Ἀλέξανδρος
"αλλα",αλλα
"αμ",αμ
"ἀμέριμνος",ἀμέριμνος
"αμπης",αμπης
"αν",αν
"ἂν",ἂν
"ἀναγ",ἀναγ
"ἀναγεινώ<sup>σ</sup>κων",ἀναγεινώ<sup>σ</sup>κων
"ἀναγεινώσκων",ἀναγεινώσκων
"ἀναγινό<sup>σ</sup>κοντα",ἀναγινό<sup>σ</sup>κοντα
"ἀναγινώσκοντι",ἀναγινώσκοντι
"ανακας",ανακας
"ἀνατολῆς",ἀνατολῆς
"ἀνατολῆς)",ἀνατολῆς)
"απ",απ
"ἄπαις",ἄπαις
"απατρα",απατρα
"ἀπέδωκε",ἀπέδωκε
"ἀπολλόδωροϲ",ἀπολλόδωροϲ
"ἀπολλώνιοϲ",ἀπολλώνιοϲ
"απολολει",απολολει
"ἀριθμός",ἀριθμός
"ἀριθμὸς",ἀριθμὸς
"ἁρμονίας",ἁρμονίας
"ἁρποκρᾶς",ἁρποκρᾶς
"ἁρπορκρᾶς",ἁρπορκρᾶς
"ἀρτεμῆϲ",ἀρτεμῆϲ
"ἀρτεμιδώρου",Ἀρτεμίδωρος
"ἄρτος",ἄρτος
"ἀσείας",Ἀσεία
"ἀσία",Ἀσία
"ἀσίας",Ἀσία
"ατη",ατη
"ἄφες",ἄφες
"ἀφροδισίας",ἀφροδισίας
"ἀχάριστον",ἀχάριστον
"αψοε",αψοε
"βαίτῃ",βαίτῃ
"βαιτην",βαιτην
"βαύδανοϲ",βαύδανοϲ
"βινεῖ",βινεῖ
"βινεῖς",βινεῖς
"βομβύκιον",βομβύκιον
"γ",γ
"γαμεῖν",γαμεῖν
"γενος",γενος
"γις",γις
"γνώμονος",γνώμονος
"γράφων",γράφων
"γυναῖκα",γυναῖκα
"γυνὴ",γυνὴ
"γω",γω
"δ",δ
"δακτυλεις",δακτυλεις
"δὲ",δὲ
"δεδωκὼς",δεδωκὼς
"δεζη",δεζη
"δειχει",δειχει
"δέκα",δέκα
"δεργιαχαι",δεργιαχαι
"δεστανωι",δεστανωι
"δη",δη
"δημόκριτος",Δημόκριτος
"δῆμος",δῆμος
"δήμου",δήμου
"δήμῳ",δήμῳ
"δηνάριαδ",δηνάριαδ
"διὰ",διὰ
"διασωθείς",διασωθείς
"διο",διο
"διογένης",Διογένης
"διογένης",Διογένης
"διογένηϲ",διογένηϲ
"διόφαντοϲ",διόφαντοϲ
"διώλεσεν;",διώλεσεν;
"δο",δο
"δοκεῖ",δοκεῖ
"δόλιου",δόλιου
"δὸς",δὸς
"δὸς πυγίσαι",δὸς πυγίσαι
"δύο",δύο
"ε",ε
"εyη",εyη
"ἐὰν",ἐὰν
"ἑαυτὸν",ἑαυτὸν
"ἐγὼ",ἐγὼ
"ἐθαραπεύ",ἐθαραπεύ
"ἐθαραπεύθην",ἐθαραπεύθην
"εἰ",εἰ
"εἰδίας",εἰδίας
"εἰμί",εἰμί
"εἴπεις;",εἴπεις;
"εἶπεν",εἶπεν
"εἶπεν·",εἶπεν·
"ειποναν",ειποναν
"εἰς",εἰς
"εισιν",εισιν
"ἐκρ",ἐκρ
"ἐκράφη",ἐκράφη
"ἐκτημένην",ἐκτημένην
"ἐλάθε",ἐλάθε
"ἐλάινε",ἐλάινε
"ἐλάινος",ἐλάινος
"ἐμήσθη",ἐμήσθη
"ἐμνήσθη",ἐμνήσθη
"ἐμοῦ",ἐμοῦ
"εν",εν
"ἐν",ἐν
"ενης",ενης
"ἐνθάδε",ἐνθάδε
"ενοηγας",ενοηγας
"ἐξαπίνης",ἐξαπίνης
"ἐξώλη",ἐξώλη
"ἐπ’",ἐπ’
"επ᾿",επ᾿
"ἐπάγαθοϲ",ἐπάγαθοϲ
"ἐπαφρᾶ",ἐπαφρᾶ
"ἐπῆλθεν",ἐπῆλθεν
"ἐπὶ",ἐπὶ
"ἐποίει",ἐποίει
"ἐποίησε",ἐποίησε
"ἐπύγισα",ἐπύγισα
"ἔργον",ἔργον
"ἑρμῆς",ἑρμῆς
"ἑρμίας",ἑρμίας
"ἔρως",ἔρως
"ἐστί",ἐστί
"ἐστὶν",ἐστὶν
"ἐσφάγη",ἐσφάγη
"ἔτεσιν",ἔτεσιν
"ἔτους",ἔτους
"ευyroiviλc",ευyroiviλc
"ευη",ευη
"ευνυϲ",ευνυϲ
"εὐξάμενος",εὐξάμενος
"εὐπρέπης",Εὐπρέπης
"εὐστα〚υτω〛θίου",Εὐστάθιος
"εὐτύχει",εὐτύχει
"εὐτυχεῖν",εὐτυχεῖν
"εὐφήμει",εὐφήμει
"εὐφροσύνη",Εὐφροσύνη
"εὐχαρειστῶ",εὐχαρειστῶ
"εὐχαριστῶ",εὐχαριστῶ
"εὐχόμεθα",εὐχόμεθα
"ἐφεσίοις",ἐφεσίοις
"ἐφέσιος",Ἐφέσιος
"ἔψυγμαι",ἔψυγμαι
"ἔψυγμε",ἔψυγμε
"εων",εων
"ζεξω",ζεξω
"ζήθι",ζήθι
"ζῇς",ζῇς
"ζητη",ζητη
"ζήτημα",ζήτημα
"ζήτημα",ζήτημα
"ζοη",ζοη
"ζοή",ζοή
"ἡ",ἡ
"ἡδονή",ἡδονή
"ηθχα",ηθχα
"ἡλιόδωροϲ",ἡλιόδωροϲ
"ἡμῶν",ἡμῶν
"ηνην",ηνην
"ἡρακλείδης",Ἡρακλείδης
"ἡς",ἡς
"ἧς",ἧς
"ἥσυχος",ἥσυχος
"θ",θ
"θh",θh
"θάλλος",Θάλλος
"θεαγένης",Θεαγένης
"θειῶδ’",θειῶδ’
"θελητὴ",θελητὴ
"θεοδομητε",θεοδομητε
"θεόν",θεόν
"θεὸν",θεὸν
"θεῶν",θεῶν
"θη",θη
"ι",ι
"ιδειν",ιδειν
"ἰδὼν",ἰδὼν
"ιζ",ιζ
"ιι",ιι
"ιλειπο",ιλειπο
"<ἰσ>ίδωρος",Ἰσίδωρος
"εἴσις",Ἴσις
"εἴσιδι",Ἴσις
"ἰσόψηφα",ἰσόψηφα
"κα`κοῦ´",κα`κοῦ´
"κάζων",κάζων
"καὶ",καὶ
"καιαποεανος",καιαποεανος
"κακ⌜ὸ⌝ν",κακ⌜ὸ⌝ν
"καλῆς",καλῆς
"καλός",καλός
"καλὸς",καλὸς
"καλοῦ",καλοῦ
"καλῶν",καλῶν
"καλῶϲ",καλῶϲ
"καντρια",καντρια
"κατὰ",κατὰ
"καταπείνῃ",καταπείνῃ
"καταποτα",καταποτα
"καταχ",καταχ
"κατέκτανε",κατέκτανε
"κε",κε
"κεηρ",κεηρ
"κέλϲα",κέλϲα
"κέλσου",Κέλσος
"κζ",κζ
"κίνναμοϲ",κίνναμοϲ
"κιυς",κιυς
"κλέος",κλέος
"κληβιχν",κληβιχν
"κλίδισον",κλίδισον
"κογιτάτουϲ",κογιτάτουϲ
"κοε",κοε
"κοες",κοες
"κρόκης",κρόκης
"κυβ",κυβ
"κυλίας",κυλίας
"κυνικὸς",κυνικὸς
"κυρία",κυρία
"κυρίας",κυρίας
"κύριος",κύριος
"κυρίους",κυρίους
"κωντρ",κωντρ
"λvcvlvs",λvcvlvs
"λαρια",λαρια
"λεγ",λεγ
"λεγόμενος",λεγόμενος
"λειοντισ[ ]",Λεόντιος Λεοντίσκος
"λειοντισ",Λεόντιος Λεοντίσκος
"λιαβιχτλ",λιαβιχτλ
"λιβερᾶλις",λιβερᾶλις
"λικιο",λικιο
"λόγος",λόγος
"λουκος",Λούκιος
"λουσιν",λουσιν
"λυκο",λυκο
"λυκρίων",λυκρίων
"λύχνους",λύχνους
"λυω",λυω
"μ",μ
"μiiροαβ",μiiροαβ
"μαιορεϲ",μαιορεϲ
"ματακαισω",ματακαισω
"μέ",μέ
"μεζηθικλλι",μεζηθικλλι
"μετὰ",μετὰ
"μὴ",μὴ
"μῆλον",μῆλον
"μία",μία
"μίαινε",μίαινε
"μίαν",μίαν
"μιμοῦ",μιμοῦ
"μνα",μνα
"μνξοπρϲτυφχψω",μνξοπρϲτυφχψω
"μολα",μολα
"μους",μους
"μουσαῖος",μουσαῖος
"μυσταγωγός",μυσταγωγός
"ν",ν
"ναε",ναε
"νεικητής",νεικητής
"νεικήτης",Νεικήτης
"νεῖλος",Νεῖλος
"νειτη",νειτη
"νήσας",νήσας
"νικλαπαν",νικλαπαν
"νόθ<sup>ο</sup>ς",νόθ<sup>ο</sup>ς
"νυηπλη",νυηπλη
"νφ",νφ
"νωζ",νωζ
"ξρακυτ",ξρακυτ
"ο",ο
"ὁ",ὁ
"οβ",οβ
"οἷς",οἷς
"ολοπληθος",ολοπληθος
"ὅλους",ὅλους
"ὀνέϲιμοϲ",ὀνέϲιμοϲ
"ὀνησίμου",Ὀνήσιμος
"ὀνήσιμε",Ὀνήσιμος
"ὄνομα",ὄνομα
"ὀνόματος",ὀνόματος
"οξ",οξ
"ὄρη",ὄρη
"ὀρχη",ὀρχη
"ὀρχῆσαι",ὀρχῆσαι
"ος",ος
"οὗ",οὗ
"ουδεννος",ουδεννος
"ὀφθαλμὸν",ὀφθαλμὸν
"ὀφθαλμοὺς",ὀφθαλμοὺς
"ὁφθαλμούς",ὁφθαλμούς
"ὀφθαλμῶι",ὀφθαλμῶι
"ὀφθαλμῶν",ὀφθαλμῶν
"ὀφθαρμίων",ὀφθαρμίων
"ὀψὲ",ὀψὲ
"π",π
"πiiii",πiiii
"παιδίου",παιδίου
"παίδων",παίδων
"πᾶν",πᾶν
"παρθένα",Παρθένα
"πάρις",πάρις
"πᾶσι",πᾶσι
"πε",πε
"περὶ",περὶ
"πέτρω",πέτρω
"πης",πης
"πίνετε",πίνετε
"πινκίρνας",πινκίρνας
"πίστις",πίστις
"πν",πν
"πνεῦμα",πνεῦμα
"πολaζη",πολaζη
"πόλεμον",πόλεμον
"πολλ<sup>ο</sup>ῖς",πολλ<sup>ο</sup>ῖς
"πολλὰ",πολλὰ
"πολυπου",πολυπου
"ποταμοῦ",ποταμοῦ
"πρης",πρης
"πρόκλα",πρόκλα
"πρυτανικός",Πρυτανικός
"πρὼ",πρὼ
"πρώτη",πρώτη
"πρωτο",πρωτο
"πρώτοις",πρώτοις
"πρῶτος",πρῶτος
"πτέρυγεϲ",πτέρυγεϲ
"πυγίζει",πυγίζει
"πυγίζεται",πυγίζεται
"πυγίζομαι",πυγίζομαι
"πυγίσαι",πυγίσαι
"πυγίσε",πυγίσε
"ρ",ρ
"ρα",ρα
"σ",σ
"σαβεῖνε",Σαβεῖνος
"σαβίνιο",σαβίνιο
"σαρδιανοῖς",Σαρδιανός
"σὲ",σὲ
"σι",σι
"σμυρναίου",Σμυρναῖος
"σμυρναία",Σμυρναῖος
"σοι",σοι
"σοὶ",σοὶ
"σου",σου
"σοῦ",σοῦ
"σὺν",σὺν
"συνέρως",συνέρως
"σωσᾶς",σωσᾶς
"ταθίου",ταθίου
"ταῦτα",ταῦτα
"τάφος",τάφος
"τάχει",τάχει
"τε",τε
"τῇ",τῇ
"τὴν",τὴν
"τῆς",τῆς
"τησμ",τησμ
"τί",τί
"τικτομένη",τικτομένη
"τίτθη",τίτθη
"τίτος",Τίτος
"τνα",τνα
"τὸ",τὸ
"τὸν",τὸν
"τόπος",τόπος
"τος",τος
"του",του
"τοῦ",τοῦ
"τοὺς",τοὺς
"τράλλεις",Τράλλεις
"τρηθηει",τρηθηει
"τρος",τρος
"τροφίμη",Τροφίμη
"τρύφων",τρύφων
"[---τ]ροφίμη",Τρύφων
"τυχη",τυχη
"τύχη",τύχη
"τω",τω
"τῷ",τῷ
"τῶν",τῶν
"υ",υ
"ὑγείᾳ",ὑγείᾳ
"ὑιείνου",Ὑγεῖνος
"ἡγεῖνος",Ὑγεῖνος
"ὑπ’",ὑπ’
"ὑπὸ",ὑπὸ
"υτινι",υτινι
"υφαμτ",υφαμτ
"φάβιος",φάβιος
"φαι",φαι
"φακι",φακι
"φέρεσθαι",φέρεσθαι
"φέρεσσθαι<span",φέρεσσθαι<span
"φερομένην",φερομένην
"φίλ’",φίλ’
"φιλεῖνος",Φιλεῖνος
"φίλητος",φίλητος
"φιλιππε",φιλιππε
"φίλιππος",Φίλιππος
"φιλόσοφος",φιλόσοφος
"φιλοῦσα",φιλοῦσα
"φιλοῦσαν",φιλοῦσαν
"φιλω",φιλω
"φιλῶ",φιλῶ
"φοῦσκος",Φοῦσκος
"φουτουτρις",φουτουτρις
"χαῖρε",χαῖρε
"χαίροις",χαίροις
"χαρίας",Χαρίας
"χαρίτων",Χαρίτων
"χις",χις
"χρυσοῖ",χρυσοῖ
"χρωτῶ<sup>ν</sup>",χρωτῶ<sup>ν</sup>
"ψας",ψας
"ψεζηκ",ψεζηκ
"ψλα",ψλα
"ψωλή",ψωλή
"ω",ω
"ωδι",ωδι
"ὢν",ὢν
"ὥρα",ὥρα
