"EDR127422","127422-1","54365",,"210","237","150x150",,"disegno ricostruttivo","Mary Beth SMITH","2015-08-12","Graffito nel campus di Pompei","NorthWest","black","CIL 04, 08580c","696"
"EDR127976","127976-1","54371",,"410","414","150x150",,"disegno ricostruttivo","Mary Beth SMITH","2015-08-12","Graffito nel campus di Pompei","NorthWest","black","CIL 04, 08591","696"
"EDR128291","128291","54136",,"323","196","150x150",,"disegno ricostruttivo","Emily CRAWFORD","2015-08-10","Graffito nel campus di Pompei","NorthWest","black","CIL 04, 08537 ","696"
"EDR128293","128293","54137",,"273","123","150x150",,"disegno ricostruttivo","Emily CRAWFORD","2015-08-10","Graffito nel campus di Pompei","NorthWest","black","CIL 04, 08547a","696"
"EDR128563","128563","54135",,"411","360","150x150",,"disegno ricostruttivo","Emily CRAWFORD","2015-08-10","Graffito nel campus di Pompei","NorthEast","black","CIL 04, 08519","696"
"EDR128746","128746","53808",,"468","301","150x150",,"disegno ricostruttivo","Emily CRAWFORD","2015-08-07","Graffito nel campus di Pompei","NorthEast","black","CIL 04, 08520 ","696"
"EDR128747","128747","53810",,"158","74","150x150",,"disegno ricostruttivo","Emily CRAWFORD","2015-08-07","Graffito nel campus di Pompei","NorthWest","black","CIL 04, 08523","696"
"EDR128756","128756","54401",,"258","260","150x150",,"disegno ricostruttivo","Emily CRAWFORD","2015-08-12","Graffito nel campus di Pompei","NorthWest","black","CIL 04, 08530a","696"
"EDR128769","128769","54140",,"367","211","150x150",,"disegno ricostruttivo","Emily CRAWFORD","2015-08-10","Graffito nel campus di Pompei","NorthWest","black","CIL 04, 08548a","696"
"EDR128778","128778","54154",,"494","240","150x150",,"foto da pubblicazione","Emily CRAWFORD","2015-08-10","Graffito nel campus di Pompei","NorthWest","black","CIL 04, 08559","696"
"EDR128779","128779","54151",,"669","120","150x150",,"disegno ricostruttivo","Emily CRAWFORD","2015-08-10","Graffito nel campus di Pompei","NorthWest","black","CIL 04, 08560","696"
"EDR127423","127423","54378",,"336","111","150x150",,"disegno ricostruttivo","Emily CRAWFORD","2015-08-12","Graffito nel campus di Pompei","NorthWest","black","CIL 04, 08608","696"
"EDR127827","127827","54383",,"478","302","150x150",,"disegno ricostruttivo","Mary Beth SMITH","2015-08-12","Graffito nel campus di Pompei","NorthWest","black","CIL 04, 08624b","696"
"EDR128748","128748","53811",,"274","220","150x150",,"disegno ricostruttivo","Emily CRAWFORD","2015-08-07","Graffito nel campus di Pompei","NorthWest","black","CIL 04, 08524","696"
"EDR140046","140046","64189",,"2725","2956","72x72",,"foto moderna","Lilly MACDONALD","2016-08-10","Graffito","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140046","140046-1","68351",,"1936","2592","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140046","140046-3","68354",,"2831","3643","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140050","140050","64181",,"2597","1759","72x72",,"foto moderna","Holly SYPNIEWSKI","2016-08-10","Graffito di nome","NorthWest","white","Herculaneum Graffiti Project a. 2014","693"
"EDR140050","140050-1","68420",,"5184","3456","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140050","140050-2","68421",,"5184","3456","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140054","140054-1","63954",,"5184","3456","72x72",,"foto moderna","Nathan BREWER","2016-07-15","Graffito di disegno","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140054","140054-2","68422",,"4032","3024","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140054","140054-3","68423",,"5184","3456","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140054","140054-4","68424",,"4272","2848","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140131","140131","64344",,"2894","1457","72x72",,"foto moderna","Lilly MACDONALD","2016-08-12","Graffito di nome","NorthWest","black","Herculaneum Graffiti Project a. 2014","693"
"EDR140131","140131-1","64345",,"1281","1000","72x72",,"foto moderna","Holly SYPNIEWSKI","2016-08-12","Graffito di nome","NorthWest","black","Herculaneum Graffiti Project a. 2014","693"
"EDR140131","140131-2","64346",,"1281","1000","72x72",,"disegno ricostruttivo","Holly SYPNIEWSKI","2016-08-12","Graffito di nome","NorthWest","black","Herculaneum Graffiti Project a. 2014","693"
"EDR140131","140131-3","64347",,"1158","939","72x72",,"disegno ricostruttivo","Holly SYPNIEWSKI","2016-08-12","Graffito di nome","NorthWest","black","Herculaneum Graffiti Project a. 2014","693"
"EDR140131","140131-8","68386",,"4380","3443","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140145","140145","68411",,"3102","2989","300x300",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito di nome","NorthWest","white","Herculaneum Graffiti Project a. 2014","693"
"EDR140145","140145-1","68412",,"3024","4032","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito di nome","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140145","140145-2","68413",,"4272","2848","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito di nome","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140150","140150","64201",,"1557","1352","72x72",,"foto moderna","Lilly MACDONALD","2016-08-10","Graffito","NorthEast","black","Herculaneum Graffiti Project a. 2016","693"
"EDR140150","140150-1","68431",,"5472","3648","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140150","140150-2","68432",,"4395","3204","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140150","140150-3","68433",,"5184","3456","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140239","140239","68436",,"4272","2848","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140239","140239-1","68437",,"4272","2848","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140239","140239-2","68438",,"4272","2848","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140239","140239-3","68440",,"4272","2848","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140250","140250","64058",,"2387","2744","72x72",,"foto moderna","Lilly MACDONALD","2016-07-21","Graffito numerico","NorthEast","black","Herculaneum Graffiti Project a. 2016","693"
"EDR140250","140250-1","68443",,"4928","3264","300x300",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito numerico","NorthWest","white","Herculaneum Graffiti Project a. 2014","693"
"EDR140250","140250-2","68444",,"2048","1536","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito numerico","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140250","140250-3","68445",,"2848","4272","72x72",,"foto moderna","Skylar PRICHARD","2017-08-08","Graffito numerico","NorthWest","white","Herculaneum Graffiti Project a. 2016","693"
"EDR140130","140130","64039",,"5166","2273","72x72",,"foto moderna","Lilly MACDONALD","2016-07-21","Graffito d'alfabeto","SouthWest","black","Herculaneum Graffiti Project a. 2016","693"
