"EDR127413","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio II.7.1, Campus ad amphitheatrum, col. XXX, stria 8","Pompei (Napoli), Regio II.7.1, Campus ad amphitheatrum, col. XXX, stria 8","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","2.90","2.90","0.00","0,5-2,5","tit. integer","archaeologia",,,"0"
"EDR151816","LaC","I","Herculaneum","Ercolano (Napoli)","Ercolano (Napoli), Insula III.14, Casa a Graticcio","Ercolano (Napoli), Insula III.14, Casa a Graticcio","aedificium","tectorium","carbone","latina","cetera",,"0","0","1","79","4.00","25.00","0.00",,"tit. integer","archaeologia",,,"0"
"EDR151822","LaC","I","Herculaneum","Ercolano (Napoli)","Ercolano (Napoli), Insula III.14, Casa a Graticcio","Periit?","aedificium","tectorium","litt. scariph.","latina","cetera","mil.","0","0","1","79","0.00","0.00","0.00",,"tit. mutilus","archaeologia",,,"0"
"EDR148652","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio VIII.3.21","Periit?","aedificium","tectorium","litt. scariph.","latina","cetera","mil.","0","0","1","79","16.40","33.80","0.00","0,6 - 9,2","tit. integer","archaeologia",,,"0"
"EDR081355","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio VI.16.7, Casa degli Amorini Dorati","Pompei (Napoli), Regio VI.16.7, Casa degli Amorini Dorati","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","21.50","0.00",,"tit. integer","archaeologia",,"hexametricus","1"
"EDR081356","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio I.14.7, R of, Facade","Periit","aedificium","tectorium","carbone","latina","cetera",,"0","0","1","79","0.00","48.00","0.00","4-8","tit. integer","archaeologia",,"dactylicus","1"
"EDR081693","LaC","I","Pompeii","Pompei (Napoli)",,,,,,,,,"0","0",NULL,NULL,NULL,NULL,NULL,,,,NULL,NULL,NULL
"EDR124968","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","3.50","9.00","0.00","1,3-3,5","tit. integer","archaeologia",,,"0"
"EDR124971","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili","aedificium","tectorium","litt. scariph.","latina","cetera",,"0","0","1","79","5.00","49.00","0.00",,"tit. integer","archaeologia",,,"0"
"EDR124993","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili ","Periit","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","0.00","0.00",,"tit. integer","archaeologia",,,"0"
"EDR124994","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili ","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili ","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","1.50","7.00","0.00","0,9-1,5",,"archaeologia",,,"0"
"EDR124995","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili ","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili ","aedificium","tectorium","litt. scariph.","latina","cetera",,"0","0","1","79","1.00","13.00","0.00","1","tit. integer","archaeologia",,,"0"
"EDR124996","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili ","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili ","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","1.00","10.00","0.00","1","tit. integer","archaeologia",,,"0"
"EDR124998","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili","Periit","aedificium","tectorium","litt. scariph.","latina","cetera",,"0","0","1","79","0.00","11.50","0.00",,"tit. integer","archaeologia",,,"0"
"EDR124999","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili ","Periit","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","15.00","0.00",,"tit. integer","archaeologia",,,"0"
"EDR125000","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili","Periit","aedificium","tectorium","litt. scariph.","latina","cetera",,"0","0","1","79","0.00","26.00","0.00",,,"archaeologia",,,"0"
"EDR124967","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili","Periit","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","0.00","0.00","0.00",,"tit. integer","archaeologia",,,"0"
"EDR124969","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili","aedificium","tectorium","litt. scariph.","latina","cetera",,"0","0","1","79","38.00","55.00","0.00",,"tit. integer","archaeologia",,,"0"
"EDR124970","LaC","I","Pompeii","Pompei (Napoli)","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili","Pompei (Napoli), Regio I.8.17, Casa dei Quattro Stili","aedificium","tectorium","litt. scariph.","latina","cetera","cet.","0","0","1","79","12.00","10.50","0.00","3,5-4","tit. integer","archaeologia",,,"0"
