EDR154576,pondo,pondo,pondo,I,p2558,,X--
EDR154576,stamen,stamen,stamen,N3B,s2370,n,NcC
EDR151818,solus,solus,solus,N2/1,s1947,*,Af-
EDR151818,Mansi,mansi,mando/-or,V3,m0261,,VmH
EDR151818,Mansi,mansi,maneo,V2,m0273,,VmG
EDR151818,Mansi,mansi,maneo,V2,m0273,,VmG
EDR151818,senatus,senatus,senatus,N4,s1202,m,NcD
EDR154535,Acti,acti,ago,V3,a1208,,VmH
EDR154535,Acti,acti,actum,N2,a9991,n,NcB
EDR154535,Luci,luci,lux,N3B,l1250,f,NcC
EDR154535,Luci,luci,lucius,N2,l1100,m,NcB
EDR154535,Luci,luci,lucus,N2,l1140,m,NcB
EDR154535,Luci,luci,lux,N3B,l1250,f,NcC
EDR154535,Mystice,mystice,mysticus,N2/1,m1935,*,Af-
EDR154535,vale,uale,ualeo,V2,u0050,,VmG
EDR154535,comici,comici,comicus,N2,c2577,m,NcB
EDR154535,comici,comici,comicus,N2/1,c2577,*,Af-
EDR154535,pro,pro,pro,I,p3593,,X--
EDR154535,pro,pro,pro,I,p2610,,X--
EDR154574,nonas,nonas,nonus,N2/1,n0145,*,Ao-
EDR154574,nonas,nonas,nona,N1,n0177,f,NcA
EDR154574,Maias,maias,maea,N1,m0070,f,NcA
EDR154574,periit,periit,pereo,VA,p1081,,VmN
EDR154574,idus,idus,idus,N4,i9914,f,NcD
EDR152930,deliciae,deliciae,delicia,N1,d0549,f,NcA
EDR152930,deliciae,deliciae,delicia,N1,d0550,f,NcA
EDR152930,possem,possem,possum,VA,p2697,,VmN
EDR152930,tangere,tangere,tango,V3,t0096,,VmH
EDR151868,Aquaria,aquaria,aquarius,N2/1,a1289,*,Af-
EDR151868,Aquaria,aquaria,aquarium,N2,a1316,n,NcB
EDR151868,basis,basis,basis,N3B,b0170,f,NcC
EDR151868,basis,basis,basis,N3B,b0170,f,NcC
EDR151868,basis,basis,basium,N2,b0171,n,NcB
EDR151868,basis,basis,basus,N2/1,b0177,*,Af-
EDR151868,cum,cum,cum,I,c4579,,X--
EDR151868,cum,cum,cum,I,c4584,,X--
EDR151868,manus,manus,manus,N4,m0362,f,NcD
EDR151868,manus,manus,manus,N2/1,m0363,*,Af-
EDR151868,basis,basis,basis,N3B,b0170,f,NcC
EDR151868,basis,basis,basis,N3B,b0170,f,NcC
EDR151868,basis,basis,basium,N2,b0171,n,NcB
EDR151868,basis,basis,basus,N2/1,b0177,*,Af-
EDR151868,cum,cum,cum,I,c4579,,X--
EDR151868,cum,cum,cum,I,c4584,,X--
EDR151868,duas,duas,duas,N3B,d2253,f,NcC
EDR151868,duas,duas,dyas,N3B,d2410,f,NcC
EDR151868,duas,duas,do,V1,d2066,,VmF
EDR151868,duas,duas,duo,N2/1,d2327,*,An-
EDR151868,Hamas,hamas,hamo,V1,h0097,,VmF
EDR151868,Hamas,hamas,hama,N1,h0081,f,NcA
EDR151868,basis,basis,basis,N3B,b0170,f,NcC
EDR151868,basis,basis,basis,N3B,b0170,f,NcC
EDR151868,basis,basis,basium,N2,b0171,n,NcB
EDR151868,basis,basis,basus,N2/1,b0177,*,Af-
EDR151868,cum,cum,cum,I,c4579,,X--
EDR151868,cum,cum,cum,I,c4584,,X--
EDR151868,Aquaria,aquaria,aquarius,N2/1,a1289,*,Af-
EDR151868,Aquaria,aquaria,aquarium,N2,a1316,n,NcB
EDR151868,manus,manus,manus,N4,m0362,f,NcD
EDR151868,manus,manus,manus,N2/1,m0363,*,Af-
EDR151868,basis,basis,basis,N3B,b0170,f,NcC
EDR151868,basis,basis,basis,N3B,b0170,f,NcC
EDR151868,basis,basis,basium,N2,b0171,n,NcB
EDR151868,basis,basis,basus,N2/1,b0177,*,Af-
EDR151868,cum,cum,cum,I,c4579,,X--
EDR151868,cum,cum,cum,I,c4584,,X--
EDR151868,urceolos,urceolos,urceolus,N2,u1412,m,NcB
EDR151868,Candelabra,candelabra,candelabrum,N2,c0385,n,NcB
EDR151868,quattuor,quattuor,quattuor,N,q0166,,AnP
EDR151868,lucubratorium,lucubratorium,lucubratorius,N2/1,l1130,*,Af-
EDR151868,et,et,et,I,e0997,,X--
EDR151868,Lucernam,lucernam,lucerna,N1,l1076,f,NcA
EDR151868,unum,unum,unus,N2/1,u1136,*,An-
EDR151868,Hamulam,hamulam,hamula,N1,h0099,f,NcA
EDR151868,aeneam,aeneam,aeneus,N2/1,a2286,*,Af-
EDR151868,Pelvis,peluis,peluis,N3B,p0778,f,NcC
EDR151868,unam,unam,unus,N2/1,u1136,*,An-
EDR151868,basim,basim,basis,N3B,b0170,f,NcC
EDR151868,cum,cum,cum,I,c4579,,X--
EDR151868,cum,cum,cum,I,c4584,,X--
EDR151868,luterem,luterem,luter,N3B,l1239,m,NcC
EDR151868,et,et,et,I,e0997,,X--
EDR151868,tres,tres,tres/-is,N3A,t1158,*,An-
EDR151868,Gutos,gutos,gutus,N2,g0675,m,NcB
EDR151868,strigiles,strigiles,strigilis,N3B,s2604,f,NcC
EDR151868,Ferreas,ferreas,ferreus,N2/1,f0394,*,Af-
EDR151868,Ferreas,ferreas,ferrea,N1,f0394,f,NcA
EDR151868,quattuor,quattuor,quattuor,N,q0166,,AnP
EDR151868,cum,cum,cum,I,c4579,,X--
EDR151868,cum,cum,cum,I,c4584,,X--
EDR151868,Marmorem,marmorem,marmoro,V1,m0404,,VmF
EDR151868,basim,basim,basis,N3B,b0170,f,NcC
EDR140037,kalendas,kalendas,kalendae,N1,k0002,f,NcA
EDR140037,Februarias,februarias,februarius,N2/1,f0772,*,Af-
EDR153110,Quintus,quintus,quintus,N2/1,q0144,*,Ao-
EDR140230,Anicete,anicete,anicetus,N2/1,a2020,*,Af-
EDR142441,Ad,ad,ad,I,a0479,,X--
EDR142441,Ad,ad,at,I,a0547,,X--
EDR140179,aedituus,aedituus,aedituus,N2,a0863,m,NcB
EDR154370,kalendas,kalendas,kalendae,N1,k0002,f,NcA
EDR151829,Myrine,myrine,myron/-um,N2,m1911,n,NcB
EDR156779,Fausta,fausta,faustus,N2/1,f0287,*,Af-
EDR156779,Ave,aue,aueo,V2,a3448,,VmG
EDR156779,Ave,aue,aueo,V2,a3465,,VmG
EDR156779,Ave,aue,auis,N3B,a3502,f,NcC
EDR156779,Ave,aue,auus/-os,N2,a3634,m,NcB
EDR156779,Ave,aue,a,I,a0001,,X--
EDR073355,medicus,medicus,me"dicus,N2/1,m0643,*,Af-
EDR073355,medicus,medicus,me'dicus,N2,m0549,m,NcB
EDR073355,medicus,medicus,me'dicus,N2/1,m0549,*,Af-
EDR073355,Apollinaris,apollinaris,apollinarius,N2/1,a2406,*,Af-
EDR073355,Apollinaris,apollinaris,apollinaris,N3A,a2407,*,Af-
EDR073355,Imperatoris,imperatoris,imperator,N3B,i0480,m,NcC
EDR073355,Imperatoris,imperatoris,imperatorius,N2/1,i0481,*,Af-
EDR073355,cacavit,cacauit,caco,V1,c0036,,VmF
EDR073355,hic,hic,hic,PR,h0360,,Py-
EDR102191,Primigeniae,primigeniae,primigenius,N2/1,p3539,*,Af-
EDR102191,dominae,dominae,domina,N1,d0165,f,NcA
EDR102191,veni,ueni,ueneo,VA,u0284,,VmN
EDR102191,veni,ueni,uenio,V4,u0300,,VmL
EDR102191,veni,ueni,uenio,V4,u0300,,VmL
EDR102191,veni,ueni,uenus,N2,u0396,f,NcB
EDR102191,vico,uico,uicus,N2,u1337,m,NcB
EDR102191,et,et,et,I,e0997,,X--
EDR102191,quaere,quaere,quaero,V3,q0096,,VmH
EDR102191,nummulario,nummulario,nummularius,N2/1,n0665,*,Af-
EDR102191,nummulario,nummulario,nummularius,N2,n0665,m,NcB
EDR102191,Messio,messio,messio,N3B,m0856,f,NcC
EDR140239,Iunius,iunius,iunius,N2/1,i3222,*,Af-
EDR140239,Iunius,iunius,iunius,N2/1,i3222,*,Af-
EDR154092,cunei,cunei,cuneus,N2,c4628,m,NcB
EDR154092,Asseres,asseres,asser,N3B,a3138,m,NcC
EDR154092,Asseres,asseres,assero,V3,a3140,,VmH
EDR154092,Asseres,asseres,assero,V3,a3141,,VmH
EDR151910,Quintus,quintus,quintus,N2/1,q0144,*,Ao-
EDR154566,exempta,exempta,eximo,V3,e1497,,VmH
EDR154566,stercora,stercora,stercoro,V1,s2439,,VmF
EDR154566,stercora,stercora,stercus,N3B,s2442,n,NcC
EDR154566,assibus,assibus,as/assis,N3B,a3009,m,NcC
EDR154566,assibus,assibus,axis,N3B,a3654,m,NcC
EDR140140,Quintus,quintus,quintus,N2/1,q0144,*,Ao-
EDR145942,Proculus,proculus,proculus,N2/1,p3689,*,Af-
EDR154430,Salinensi,salinensi,saliniensis,N3A,s0167,*,Af-
EDR154430,omnibus,omnibus,omnis,N3A,o0723,*,Au-
EDR157024,Mortuus,mortuus,morior/-io,V5,m1411,,VmM
EDR157024,Deius,deius,dius,N2/1,d1461,*,Af-
EDR157024,Deius,deius,dius,N2/1,d1461,*,Af-
EDR140165,Surus,surus,surus,N2,s3833,m,NcB
EDR140187,Quintus,quintus,quintus,N2/1,q0144,*,Ao-
EDR154567,quattuor,quattuor,quattuor,N,q0166,,AnP
EDR154186,Mus,mus,mus,N3B,m1804,m,NcC
EDR154186,Apelles,apelles,apello,V3,a2317,,VmH
EDR154186,fratre,fratre,frater,N3B,f0934,m,NcC
EDR154186,cum,cum,cum,I,c4579,,X--
EDR154186,cum,cum,cum,I,c4584,,X--
EDR154186,amabiliter,amabiliter,amabilis,N3A,a1565,*,Af-
EDR154186,Dextro,dextro,dexter,N2/1,d0000,*,Af-
EDR154186,futuimus,futuimus,futuo,V3,f1265,,VmH
EDR154186,futuimus,futuimus,futuo,V3,f1265,,VmH
EDR154186,binas,binas,binus,N2/1,b0391,*,Ad-
EDR140152,hic,hic,hic,PR,h0360,,Py-
EDR140152,Hyacinthus,hyacinthus,hyacinthus/-os,N2,h0665,m,NcB
EDR140152,fuit,fuit,sum,VA,s3436,,VaN
EDR140669,pondo,pondo,pondo,I,p2558,,X--
EDR140669,Rufula,rufula,rufulus,N2/1,r0877,*,Af-
EDR140233,Vale,uale,ualeo,V2,u0050,,VmG
EDR154572,Iustus,iustus,iustus,N2/1,i3087,*,Af-
EDR140221,cum,cum,cum,I,c4579,,X--
EDR140221,cum,cum,cum,I,c4584,,X--
EDR142438,Quintus,quintus,quintus,N2/1,q0144,*,Ao-
EDR157025,Aulus,aulus,aulos/-us,N2,a3518,m,NcB
EDR151872,Quintus,quintus,quintus,N2/1,q0144,*,Ao-
EDR154179,sodales,sodales,sodalis,N3A,s1863,*,Af-
EDR154179,Duo,duo,duo,N2/1,d2327,*,An-
EDR154179,fuerunt,fuerunt,sum,VA,s3436,,VaN
EDR154179,hic,hic,hic,PR,h0360,,Py-
EDR154179,cum,cum,cum,I,c4579,,X--
EDR154179,cum,cum,cum,I,c4584,,X--
EDR154179,et,et,et,I,e0997,,X--
EDR154179,malum,malum,malis,N3B,m0192,f,NcC
EDR154179,malum,malum,malus,N2/1,m0216,*,Af-
EDR154179,malum,malum,ma'lum,N2,m0216,n,NcB
EDR154179,malum,malum,malus,N2,m0218,m,NcB
EDR154179,malum,malum,ma"lum,N2,m0218,n,NcB
EDR154179,malum,malum,malus,N2,m0219,f,NcB
EDR154179,diu,diu,diu,I,d1466,,X--
EDR154179,diu,diu,diu,I,d1998,,X--
EDR154179,diu,diu,diuinus,N2/1,d2040,*,Y--
EDR154179,diu,diu,dium,N2,d2047,n,NcB
EDR154179,ministrum,ministrum,minister,N2,m1034,m,NcB
EDR154179,ministrum,ministrum,minister,N2/1,m1034,*,Af-
EDR154179,haberent,haberent,habeo,V2,h0004,,VmG
EDR154179,omnia,omnia,omnis,N3A,o0723,*,Au-
EDR154179,nomine,nomine,nomen,N3B,n0492,n,NcC
EDR154179,nomine,nomine,nomos,N2,n0507,m,NcB
EDR154179,nomine,nomine,nomos,N2,n0357,m,NcB
EDR154179,tarde,tarde,tardeo,V2,t0117,,VmG
EDR154179,tarde,tarde,tardus,N2/1,t0131,*,Af-
EDR154179,vix,uix,uix,I,u0915,,X--
EDR154179,foras,foras,foras,I,f0812,,X--
EDR154179,foras,foras,foro,V1,f0879,,VmF
EDR154179,eum,eum,is,PR,i2912,,P3-
EDR154179,exegerunt,exegerunt,exigo,V3,e1487,,VmH
EDR154179,persuavissime,persuauissime,persuauis,N3A,p1641,*,Af-
EDR154179,Consumpserunt,consumpserunt,consumo,V3,c3658,,VmH
EDR154179,futuere,futuere,futuo,V3,f1265,,VmH
