EDR154177,biberes,biberes,uiuo,V3,u0913,,VmH,Nuc (:nuces?) &#12296;:vacat&#12297; biber(es) XIIII (assibus) Singa (:singula) III  Panem III &#12296;:vacat&#12297; LI (assibus) Orrellas (:ofellas) III &#12296;:vacat&#12297; XII (assibus) Thymatla (:thymatula) IIII &#12296;:vacat&#12297; VIII (assibus),,,,,
EDR154186,binas,binas,binus,N2/1,b0391,*,Ad-,Apelles Mus cum fratre Dextro amabiliter futuimus bis bina (:binas),,,,,
EDR140138,Burrus,burrus,burrus,N2/1,b0758,*,Af-,Burr&#803;[us] &#12296;:vacat&#12297; p&#803;edad (:petat) H,OVERRIDE,name,Burrus,,
EDR073355,cacavit,cacauit,caco,V1,c0036,,VmF,Apollinaris medicus Ti&#768;ti&#768; Impe(ratoris) &#12296;:servus&#12297; hic cacavit bene,,,,,
EDR151868,Candelabra,candelabra,candelabrum,N2,c0385,n,NcB,&#12296;:columna I&#12297; Aquaria dua cum basis Aqua(ria?) in manus dua cum basis Hamas duas cum basis Aqua(ria) in manu (:manus) cotidian[u I] cum basis Urciolos (:urceolos) duos Candelabra quatuor (:quattuor) et lucubratoriu(m) unum Lucerna(m) aenea(m) Hamula(m) una(m) Pelvi(s) cum basim et lytrum (:luterem) Gutos tres Scapheola dua Ferreas strig(i)les VII Haenas quattor (:quattuor)  &#12296;:columna II&#12297; Marmor(em) cum basim aenea Fuminaria dua,,,,,
EDR159777,Capitoni,capitoni,capito,N3B,c0516,m,NcC,Vinum a(sses) III Quatusui++I VIII Nig[---] ((denarius)) V s(emis) Capitoni Nigro ((denarius)) V Nig[---],OVERRIDE,name,Capito,,
EDR140980,Caste,caste,castus,N2/1,c0798,*,Af-,Quam mita (?) vis (?) · Pastores ateque (:atque) · Caste monit erga pugiles (?).,,,,,
EDR151822,castris,castris,castrum/-us,N2,c0787,1,NcB,Vasileus habitat Putelis (:Puteolis) in castris August[i - - -] su(b) Valeri[o - - -],,,,,
EDR151822,castris,castris,castra,N1,c0787,f,NcA,Vasileus habitat Putelis (:Puteolis) in castris August[i - - -] su(b) Valeri[o - - -],,,,,
EDR140248,Caves,caues,caueo,V2,c0949,,VmG,Caves Timinia Iures,,,,,
EDR140248,Caves,caues,cauo,V1,c0980,,VmF,Caves Timinia Iures,,,,,
EDR140141,centonem,centonem,cento,N3B,c1150,m,NcC,Centurio centonem non habet  cen(---?),,,,,
