Stabiae,Villa San Marco,1,,Villa San Marco,Villa San Marco,Villa San Marco,Villas
Stabiae,Villa Arianna,1,,Villa Arianna,Villa Arianna,Villa Arianna,Villas
Stabiae,Villa Arianna,2,,Other,Other ,Other,Villas
Stabiae,Other,1,,Impianto Termale,Impianto Termale,Impianto Termale,Baths
