City,Insula,Main Entrance,Secondary entrances,AGP Name,AGP English Name,AGP Italian Name,AGP Category,Attested CIL 
Pompeii,VII.1,22,21,,,,House,
Pompeii,VII.1,23,,,,,Public Building,
Pompeii,VII.1,24,,(Unnamed),,(Unnamed),Shop,
Pompeii,VII.1,25,,Casa di Sirico,,Casa di Sirico,House,
Pompeii,VII.1,26,,(Unnamed),,(Unnamed),Shop,
Pompeii,VII.1,27,,(Unnamed),,(Unnamed),Commercial Space,
Pompeii,VII.1,28,29,(Unnamed),,(Unnamed),Shop,
Pompeii,VII.1,30,,(Unnamed),,(Unnamed),"Workshop, Stables",
Pompeii,VII.1,31,,(Unnamed),,(Unnamed),Workshop,
Pompeii,VII.1,32,,Caupona,,Caupona,Tavern,
Pompeii,VII.1,34,"33, 35",,,,Shop/Tavern,
Pompeii,VII.1,36,37,Panificio,,Panificio,"Workshop, Bakery",
Pompeii,VII.1,38,39,(Unnamed),,(Unnamed),Tavern ,
Pompeii,VII.1,40,"42,43",Casa di M. Caesius Blandus/Casa di Marte e Venere,,Casa di M. Caesius Blandus,House,
Pompeii,VII.1,41,,Bottega,,Bottega,Tavern?,
Pompeii,VII.1,44,45,Caupona e hospitium di Sittius,,Caupona e hospitium di Sittius,Inn,
Pompeii,VII.1,47,,,,,House,
Pompeii,VII.1,49,,,,,Shop,
Pompeii,VII.1,52,,,,,Workshop?,
Pompeii,VII.1,53,"54,55,56,57,58",,,,Shop,
Pompeii,VII.1,59,,,,,Shop,
Pompeii,VII.1,60,,,,,Shop,
Pompeii,VII.1,61,,,,,Shop,
Pompeii,VII.2,1,,(Unnamed),,(Unnamed),Shop,
Pompeii,VII.2,2,,,,,Shop,
Pompeii,VII.2,6,3,Panificio di Terentius Neo,,Casa di Terentius Neo,"Workshop, Bakery",
Pompeii,VII.2,4,,,,,Shop,
Pompeii,VII.2,5,,,,,Shop,
Pompeii,VII.2,7,,,,Bottega,Shop,
Pompeii,VII.2,8,,,,,Stairs to upper floor,
Pompeii,VII.2,9,8,,,,Shop,
Pompeii,VII.2,10,,,,,Shop,
Pompeii,VII.2,11,,Tintoria,,Tintoria,Workshop,
Pompeii,VII.2,12,,,,,Shop,
Pompeii,VII.2,13,,,,,Tavern,
Pompeii,VII.2,14,15,Casa di Optatio,,Casa di Optatio,House,
Pompeii,VII.2,16,,Casa di M. Gavius Rufus,,Casa di M. Gavius Rufus,House,
Pompeii,VII.2,17,,,,,Shop,
Pompeii,VII.2,18,"19,42",Casa di C. Vibius Italus,,Casa di C. Vibius Italus,House,
Pompeii,VII.2,20,"21,41, 40, 37-39",Casa di N. Popidius Priscus,,Casa di N. Popidius Priscus,House,
Pompeii,VII.2,21,,,,,Stairs to upper floor,
Pompeii,VII.2,22,,Panificio,,Panificio,"Workshop, Bakery",
Pompeii,VII.2,23,,Casa dell' Amore punito,,Casa dell' Amore punito,House,
Pompeii,VII.2,25,"24,26",Casa delle Quadrighe,,Casa delle Quadrighe,House,
Pompeii,VII.2,32,33,Caupona,,Caupona,Tavern ,
Pompeii,VII.2,34,,,,,Shop,
Pompeii,VII.2,35,"27,29-31",Casa di Mercurio,,Casa di Mercurio,House,
Pompeii,VII.2,36,,,,,Shop,
Pompeii,VII.2,40,,,,,Shop,
Pompeii,VII.2,41,,,,,Commercial space,
Pompeii,VII.2,43,,,,,Shop,
Pompeii,VII.2,45,"44, 46",Casa dell' Orso ferito,House of the Wounded Bear,Casa dell' Orso ferito,House,
Pompeii,VII.2,46,,,,,Shop,
Pompeii,VII.2,47,,,,,Public Building,
Pompeii,VII.2,48,49,Casa di D. Caprasius Primus,,Casa di D. Caprasius Primus,House,
Pompeii,VII.2,50,,,,,Shop,
Pompeii,VII.2,51,,(Unnamed),,(Unnamed),House,
Pompeii,VII.2,52,53,,,,Shop,
Pompeii,VII.3,3,"1,2,3,38-40",(Unnamed),,(Unnamed),Commercial space,
Pompeii,VII.3,5,,,,,Shop,
Pompeii,VII.3,6,4-7,(Unnamed),,(Unnamed),Commercial space,
Pompeii,VII.3,7,,,,,Shop,
Pompeii,VII.3,8,,(Unnamed),,(Unnamed),Shop,
Pompeii,VII.3,9,,(Unnamed),,(Unnamed),Tavern?,
Pompeii,VII.3,10,,(Unnamed),,(Unnamed),Shop,
Pompeii,VII.3,12,11,(Unnamed),,(Unnamed),Workshop?,
Pompeii,VII.3,13,14-17,Casa del Larario doppio,,Casa del Larario doppio,House?,
Pompeii,VII.3,18,,,,,Shop,
Pompeii,VII.3,19,,,,,Shop,
Pompeii,VII.3,20,,,,,Shop,
Pompeii,VII.3,21,,(Unnamed),,(Unnamed),Shop,
Pompeii,VII.3,23,22,(Unnamed),,(Unnamed),Shop,
Pompeii,VII.3,25,24,(Unnamed),,(Unnamed),"House, Workshop",
Pompeii,VII.3,28,"26,27",,,,Tavern,
Pompeii,VII.3,29,,Casa di M. Spurius Mesor,,Casa di M. Spurius Mesor,House,
Pompeii,VII.3,30,,(Unnamed),,(Unnamed),House,
Pompeii,VII.3,31,32,,,,Shop,
Pompeii,VII.3,34,"33,35",,,,Workshop,
Pompeii,VII.3,37,36,,,,Workshop,
Pompeii,VII.4,1,,,,,Sacred Space,
Pompeii,VII.4,2,,,,,Other,
Pompeii,VII.4,3,,,,,Shop,
Pompeii,VII.4,4,,,,,tavern,
Pompeii,VII.4,5,,,,,---,
Pompeii,VII.4,6,,,,,shop,
Pompeii,VII.4,7,,,,,Shop,
Pompeii,VII.4,8,,,,,Public Space,
Pompeii,VII.4,9,,,,,Shop,
Pompeii,VII.4,10,,Casa di Bacco,,Casa di Bacco,House,
Pompeii,VII.4,11,,,,,Shop,
Pompeii,VII.4,13,12,,,,Workshop,
Pompeii,VII.4,14,,,,,Shop,
Pompeii,VII.4,15,16,(Unnamed),,(Unnamed),Tavern,
Pompeii,VII.4,17,,,,,Shop?,
Pompeii,VII.4,18,,,,,shop,
Pompeii,VII.4,19,,,,,Shop,
Pompeii,VII.4,20,,(Unnamed),,(Unnamed),House,
Pompeii,VII.4,22,21,(Unnamed),,(Unnamed),House,
Pompeii,VII.4,23,,,,,Commercial Space?,
Pompeii,VII.4,24,25,(Unnamed),,(Unnamed),Workshop,
Pompeii,VII.4,26,27,,,,Commercial Space,
Pompeii,VII.4,28,,,,,Shop,
Pompeii,VII.4,29,,Casa del Forno a riverbero,,Casa del Forno a riverbero,House,
Pompeii,VII.4,30,,,,,Shop,
Pompeii,VII.4,31,"33-34,51",Casa dei Capitelli Colorati/Casa di Arianna,,Casa dei Capitelli colorati/Casa di Arianna,House,
Pompeii,VII.4,32,,,,,Shop,
Pompeii,VII.4,35,,,,,Shop?,
Pompeii,VII.4,36,,,,,Shop,
Pompeii,VII.4,37,,,,,Shop,
Pompeii,VII.4,38,,,,,Workshop,
Pompeii,VII.4,39,"40,41",,,,Workshop?,
Pompeii,VII.4,42,,(Unnamed),,(Unnamed),"Workshop, Brothel",
Pompeii,VII.4,46,45,,,,Shop,
Pompeii,VII.4,47,,,,,Shop,
Pompeii,VII.4,48,43,Casa della Caccia antica,,Casa della Caccia antica,House,
Pompeii,VII.4,49,,,,,Shop,
Pompeii,VII.4,50,,,,,Shop,
Pompeii,VII.4,52,,,,,Shop,
Pompeii,VII.4,53,54,,,,Shop,
Pompeii,VII.4,56,55,Casa del Granduca,,Casa del Granduca,House,
Pompeii,VII.4,57,,Casa dei Capitelli figurati,,Casa dei Capitelli figurati,House,
Pompeii,VII.4,59,"58,60,8",Casa della Parete nera o Casa dei Bronzi,,Casa della Parete nera o Casa dei Bronzi,House,
Pompeii,VII.4,62,61,Casa delle Forme di Creta,,Casa delle Forme di Creta,House,
Pompeii,VII.4,63,,,,,Shop,
Pompeii,VII.5,24,"2,7,8,9,10,12,24",Terme del Foro,,Terme del Foro,Public Building,
Pompeii,VII.5,3,,,,,Shop,
Pompeii,VII.5,4,,,,,Shop,
Pompeii,VII.5,5,,,,,Workshop,
Pompeii,VII.5,6,,,,,Shop,
Pompeii,VII.5,11,,,,,Shop,
Pompeii,VII.5,13,,,,,Shop,
Pompeii,VII.5,14,,,,,Tavern,
Pompeii,VII.5,15,,,,,Shop,
Pompeii,VII.5,16,,,,,Shop,
Pompeii,VII.5,17,,,,,Shop,
Pompeii,VII.5,18,,,,,Shop?,
Pompeii,VII.5,19,,,,,Shop?,
Pompeii,VII.5,20,,,,,Shop,
Pompeii,VII.5,21,,,,,Shop,
Pompeii,VII.5,22,,,,,Workshop,
Pompeii,VII.5,23,,,,,Workshop,
Pompeii,VII.5,25,,,,,Workshop,
Pompeii,VII.5,26,,,,,Workshop,
Pompeii,VII.5,27,,,,,Shop,
Pompeii,VII.5,28,,,,,Shop,
Pompeii,VII.5,29,,,,,Shop,
Pompeii,VII.6,2,1,,,,Tavern,
Pompeii,VII.6,3,4,Casa di M. Spurius Saturninus e di D. Volcius Modestus,,Casa di M. Spurius Saturninus e di D. Volcius Modestus,House,
Pompeii,VII.6,6,5,,,,Shop,
Pompeii,VII.6,7,,(Unnamed),,(Unnamed),House,
Pompeii,VII.6,8,9,,,,Shop,
Pompeii,VII.6,11,"10,16",(Unnamed),,(Unnamed),Commercial Space? ,
Pompeii,VII.6,12,,,,,Shop,
Pompeii,VII.6,14,"13,15",,,,Tavern,
Pompeii,VII.6,17,18,,,,Public Building,
Pompeii,VII.6,21,,,,,Shop?,
Pompeii,VII.6,22,23-27,,,,Tavern ,
Pompeii,VII.6,28,,(Unnamed),,(Unnamed),House,
Pompeii,VII.6,29,,,,,Workshop,
Pompeii,VII.6,30,37,(Unnamed),,(Unnamed),House,
Pompeii,VII.6,31,,,,,Shop,
Pompeii,VII.6,33,32,,,,Shop,
Pompeii,VII.6,34,,(Unnamed),,(Unnamed),Shop,
Pompeii,VII.6,35,36,,,,Shop,
Pompeii,VII.6,38,,Casa di Cipius Pamphilus,,Casa di Cipius Pamphilus,House,
Pompeii,VII.7,1,,,,,Shop,
Pompeii,VII.7,2,"5,14,15","(Unnamed)
VII.7.5: Casa di Trittolemo",,"(Unnamed)
VII.7.5: Casa di Trittolemo",House,
Pompeii,VII.7,3,,,,,Shop,
Pompeii,VII.7,5,,Casa di Trittolemo,,,House,
Pompeii,VII.7,6,,,,,Shop,
Pompeii,VII.7,7,,,,,Shop,
Pompeii,VII.7,8,9,,,,Tavern,
Pompeii,VII.7,10,13,Casa di Romolo e Remo,,Casa di Romolo e Remo,House,
Pompeii,VII.7,11,12,,,,Workshop,
Pompeii,VII.7,12,,,,,Stairs to upper floor,
Pompeii,VII.7,16,,,,,House,
Pompeii,VII.7,18,,Caupona di Lucius Numisius,,Caupona di Lucius Numisius,Tavern,
Pompeii,VII.7,19,,,,,House,
Pompeii,VII.7,21,20,,,,House,
Pompeii,VII.7,22,,,,,Sacred Space ,
Pompeii,VII.7,23,17,(Unnamed),,(Unnamed),House,
Pompeii,VII.7,24,25,,,,Shop,
Pompeii,VII.7,25,,,,,Shop,
Pompeii,VII.7,28,,,,,public building,
Pompeii,VII.7,29,,,,,public building,
Pompeii,VII.7,30,,(Unnamed),,(Unnamed),Commercial Space,
Pompeii,VII.7,31,,Mensa ponderaria,,,Public building,
Pompeii,VII.7,32,"34,35",Tempio di Apollo,,Tempio di Apollo,Sacred Space ,
Pompeii,VII.8,0,,Forum,,,Public space,
Pompeii,VII.8,1,,Tempio di Giove/Capitolium,,Tempio di Giove,sacred space,
Pompeii,VII.9,1,"67,68",Edificio di Eumachia,,Edificio di Eumachia,Public Building,
Pompeii,VII.9,2,"43,66",,,,Sacred Space,
Pompeii,VII.9,3,,,,,Sacred Space,
Pompeii,VII.9,4,,,,,Sacred Space,
Pompeii,VII.9,5,,,,,Shop,
Pompeii,VII.9,6,,,,,Shop,
Pompeii,VII.9,8,"7,19,42",Macellum,,Macellum,Public Building,
Pompeii,VII.9,9,,,,,Shop,
Pompeii,VII.9,10,,,,,Shop,
Pompeii,VII.9,11,,,,,Shop,
Pompeii,VII.9,12,,,,,Shop,
Pompeii,VII.9,13,,,,,,
Pompeii,VII.9,14,,,,,Shop,
Pompeii,VII.9,15,,,,,Shop,
Pompeii,VII.9,16,,,,,Shop,
Pompeii,VII.9,17,18,,,,Shop,
Pompeii,VII.9,18,,,,,Shop,
Pompeii,VII.9,20,,,,,Shop,
Pompeii,VII.9,21,,,,,Shop,
Pompeii,VII.9,22,,,,,Tavern,
Pompeii,VII.9,23,,,,,Shop,
Pompeii,VII.9,24,,,,,Shop,
Pompeii,VII.9,25,,,,,Shop,
Pompeii,VII.9,26,,,,,Shop,
Pompeii,VII.9,28,,,,,Shop,
Pompeii,VII.9,30,"29,31",,,,Tavern,
Pompeii,VII.9,33,"32,34",Casa del Re di Prussia,,Casa del Re di Prussia,Commercial Space,
Pompeii,VII.9,36,"35,37",,,,Shop,
Pompeii,VII.9,38,39,,,,House,
Pompeii,VII.9,40,"41,27",,,,"House, Workshop",
Pompeii,VII.9,43,,,,,Public space,
Pompeii,VII.9,44,,,,,Workshop,
Pompeii,VII.9,46,45,,,,Shop,
Pompeii,VII.9,47,"48,51,52,65",Casa delle Nozze di Ercole,,Casa delle Nozze di Ercole,House,
Pompeii,VII.9,49,,,,,Tavern?,
Pompeii,VII.9,50,,,,,"Shop, Tavern?",
Pompeii,VII.9,55,53-56,,,,Tavern,
Pompeii,VII.9,57,,,,,Tavern,
Pompeii,VII.9,58,,,,,Shop,
Pompeii,VII.9,59,,,,,Shop,
Pompeii,VII.9,63,60,Casa della Pescatrice,,Casa della Pescatrice,House,
Pompeii,VII.9,61,62,,,,Shop,
Pompeii,VII.9,64,,,,,,
Pompeii,VII.9,67-68,,,,,"Public building, shop",
Pompeii,VII.10,2,"1,15",(Unnamed),,(Unnamed),Shop,
Pompeii,VII.10,3,14,Casa della Caccia nuova,,Casa della Caccia nuova,House,
Pompeii,VII.10,5,"8,13",Casa e lavanderia,,Casa e lavanderia,"House, Workshop",
Pompeii,VII.10,6,,,,,Shop,
Pompeii,VII.10,7,,,,,Other,
Pompeii,VII.10,9,"10,11,12",,,,Commercial Space,
Pompeii,VII.11,1,,(Unnamed),,(Unnamed),Garden,
Pompeii,VII.11,2,3,(Unnamed),,(Unnamed),Workshop,
Pompeii,VII.11,5,4,Casa e fullonica,,Casa e fullonica,"Workshop, Fullonica",
Pompeii,VII.11,6,"7,8",Albergo e Caupona,,Albergo e Caupona,Inn ,
Pompeii,VII.11,9,,(Unnamed),,(Unnamed),Stables,
Pompeii,VII.11,10,,(Unnamed),,(Unnamed),Commercial Space? House? ,
Pompeii,VII.11,11,14,Albergo,,Albergo,Inn,
Pompeii,VII.11,12,,,,,"Commercial Space, Brothel",
Pompeii,VII.11,13,,,,,Tavern,
Pompeii,VII.11,15,,,,,Shop,
Pompeii,VII.11,17,16,,,,Commercial space,
Pompeii,VII.12,1,"2,36",(Unnamed),,(Unnamed),"Workshop, Bakery",
Pompeii,VII.12,3,4,,,,House,
Pompeii,VII.12,4,,,,,Shop,
Pompeii,VII.12,6,,(Unnamed),,(Unnamed),Shop,
Pompeii,VII.12,7,5,,,,"Workshop, Bakery",
Pompeii,VII.12,8,9,,,,Shop,
Pompeii,VII.12,10,,,,,Workshop,
Pompeii,VII.12,11,,(Unnamed),,(Unnamed),"Workshop, Bakery",
Pompeii,VII.12,12,,(Unnamed),,(Unnamed),Shop,
Pompeii,VII.12,13,,(Unnamed),,(Unnamed),"Workshop, Bakery",
Pompeii,VII.12,14,,Shop-house/school?,,(Unnamed),Commercial Space,
Pompeii,VII.12,15,16,(Unnamed),,(Unnamed),Tavern,
Pompeii,VII.12,17,,(Unnamed),,(Unnamed),Commercial Space,
Pompeii,VII.12,18-20,,Lupanare,,Lupanare,"Workshop, Brothel",
Pompeii,VII.12,21,,,,,House,
Pompeii,VII.12,23,"22,24,25",Casa del Camillo,,Casa del Camillo,House? Workshop?,
Pompeii,VII.12,26,27,Casa di L. Cornelius Diadumenus,,Casa di L. Cornelius Diadumenus,House,
Pompeii,VII.12,28,,Casa del Balcone pensile,,Casa del Balcone pensile,House,
Pompeii,VII.12,29,,,,,public building,
Pompeii,VII.12,30,"31,32",,,,"House, Workshop",
Pompeii,VII.12,33,,,,,"Other, Brothel",
Pompeii,VII.12,35,34,,,,Inn,
Pompeii,VII.13,1,25,(Unnamed),,(Unnamed),Shop,
Pompeii,VII.13,2,,,,,Shop,
Pompeii,VII.13,4,"3,17,18",Casa di Ganimede,,Casa di Ganimede,House,
Pompeii,VII.13,5,,(Unnamed),,(Unnamed),Shop,
Pompeii,VII.13,6,,(Unnamed),,(Unnamed),Shop,
Pompeii,VII.13,7,,(Unnamed),,(Unnamed),Workshop,
Pompeii,VII.13,8,14,(Unnamed),,(Unnamed),House,
Pompeii,VII.13,9,12,,,,Commercial Space,
Pompeii,VII.13,10,11,(Unnamed),,(Unnamed),Shop,
Pompeii,VII.13,13,,,,,Other,
Pompeii,VII.13,14,,Rear entrance to VII.13.8,,,House,
Pompeii,VII.13,15,,Cella meretricia,,Cella meretricia,"Other, Brothel",
Pompeii,VII.13,16,,,,,"Other, Brothel",
Pompeii,VII.13,19,,Cella meretricia,,Cella meretricia,"Other, Brothel",
Pompeii,VII.13,20,21,Cauponae,,Cauponae,Tavern,
Pompeii,VII.13,22,,,,,Shop,
Pompeii,VII.13,23,,Bottega,,Bottega,Shop,
Pompeii,VII.13,24,,,,,Tavern,
Pompeii,VII.14,1,20,(Unnamed),,(Unnamed),Shop,
Pompeii,VII.14,2,,,,,Shop,
Pompeii,VII.14,3,,(Unnamed),,(Unnamed),Shop,
Pompeii,VII.14,4,,(Unnamed),,(Unnamed),,
Pompeii,VII.14,5,"17,18,19",Casa del Banchiere o della Regina d'Inghilterra,,Casa del Banchiere o della Regina d'Inghilterra,House,
Pompeii,VII.14,6,7,(Unnamed),,(Unnamed),Workshop,
Pompeii,VII.14,8,,(Unnamed),,(Unnamed),Shop,
Pompeii,VII.14,9,,(Unnamed),,(Unnamed),House,
Pompeii,VII.14,10,,,,,Shop,
Pompeii,VII.14,11,,,,,Shop,
Pompeii,VII.14,12,,,,,Shop,
Pompeii,VII.14,13,,,,,Shop,
Pompeii,VII.14,15,"14, 16",(Unnamed),,(Unnamed),House,
Pompeii,VII.14,19,,Rear entrance to VII.14.5,,,House,
Pompeii,VII.15,2,"1,15",Casa del Marinaio,,Casa del Marinaio,House,
Pompeii,VII.15,3,,(Unnamed),,(Unnamed),House,
Pompeii,VII.15,6,,,,,Shop,
Pompeii,VII.15,7,,(Unnamed),,(Unnamed),House,
Pompeii,VII.15,8,,(Unnamed),,(Unnamed),House,
Pompeii,VII.15,9,10,(Unnamed),,(Unnamed),Commercial Space,
Pompeii,VII.15,10,,,,,Commercial Space,
Pompeii,VII.15,11,,(Unnamed),,(Unnamed),House,
Pompeii,VII.15,12,13-14,Casa di A. Octavius Primus,,Casa di A. Octavius Primus,House,
Pompeii,VII.16,a,,Terme Suburbane,Suburban Baths,,Public building,
Pompeii,VII.16,1,,,,,House,
Pompeii,VII.16,2,,,,,Shop,
Pompeii,VII.16,3,4,,,,House,
Pompeii,VII.16,6,5,,,,Workshop?,
Pompeii,VII.16,7,8,,,,Tavern,
Pompeii,VII.16,9,,,,,"Workshop, Bakery",
Pompeii,VII.16,10,11,Scavo del Principe di Montenegro,,Scavo del Principe di Montenegro,"House, Shop",
Pompeii,VII.16,13,12-16,Casa di A. Umbricius Scaurus,,Casa di A. Umbricius Scaurus,House,
Pompeii,VII.16,17,,Casa di Maius Castricius,House of Maius Castricius,Casa di Ma. Castricius,House,
Pompeii,VII.16,18,20,,,,Workshop? House?,
Pompeii,VII.16,19,,,,,Workshop? ,
Pompeii,VII.16,22,21,Casa di M. Fabius Rufus,,Casa di M. Fabius Rufus,House,
Pompeii,VIII.1,1,"2,6",Basilica,,Basilica,Public Building,
Pompeii,VIII.1,3,5,Tempio di Venus,,,Sacred Space,
Pompeii,VIII.1,4,,,,,Public Space,
Pompeii,VIII.2,0,,,,,,
Pompeii,VIII.2,1,2,Casa di Championnet I,,Casa di Championnet I,House,
Pompeii,VIII.2,2,,Entrance to Casa di Championnet,,,Public space,
Pompeii,VIII.2,"3,14-16","4,5",Casa di Championnet II,,Casa di Championnet II,House,
Pompeii,VIII.2,6,,,,,Public Building,
Pompeii,VIII.2,7,,Alley,,,,
Pompeii,VIII.2,8,,,,,Public Building,
Pompeii,VIII.2,10,,,,,Public Building,
Pompeii,VIII.2,13,,Casa,Unnamed house,,House,
Pompeii,VIII.2,15,,,,,Shop,
Pompeii,VIII.2,17-23,,Terme del Sarno,Sarno Baths,Complesso a sei piani delle Terme del Sarno,Public Building,
Pompeii,VIII.2,24,,,,,Tavern,
Pompeii,VIII.2,26,27,Casa del Cinghiale,,Casa del Cinghiale,House,
Pompeii,VIII.2,28,,Casa con Ninfeo,,Casa con Ninfeo,House,
Pompeii,VIII.2,30,29,(Unnamed),,(Unnamed),House,
Pompeii,VIII.2,31,,,,,Shop,
Pompeii,VIII.2,32,,,,,Public space,
Pompeii,VIII.2,33,,,,,Workshop,
Pompeii,VIII.2,34,"32,33",Casa delle Colombe a mosaico,,Casa delle Colombe a mosaico,House,
Pompeii,VIII.2,35,,,,,,
Pompeii,VIII.2,36,37,Casa di Caecilius Phoebus,,(Unnamed),House,
Pompeii,VIII.2,38,,,,,Shop,
Pompeii,VIII.2,39,38,Casa di Giuseppe II,,Casa di Giuseppe II,House,
Pompeii,VIII.3,32,"1,33",,,,Public Building,
Pompeii,VIII.3,2,,,,,Shop,
Pompeii,VIII.3,3,,,,,Shop,
Pompeii,VIII.3,4,6,Casa di Ercole e Augia,,Casa di Ercole e Augia,House,
Pompeii,VIII.3,5,,,,,Shop,
Pompeii,VIII.3,7,,,,,Shop,
Pompeii,VIII.3,8,,Casa del Cinghiale I,,Casa del Cinghialel I,House,
Pompeii,VIII.3,9,,,,,Shop,
Pompeii,VIII.3,11,"10,12",Casa delle Grazie,,Casa delle Grazie,House,
Pompeii,VIII.3,13,,,,,House,
Pompeii,VIII.3,14,,Casa della Regina Carolina,,Casa della Regina Carolina,House,
Pompeii,VIII.3,15,,,,,Tavern,
Pompeii,VIII.3,18,"16,17,19",Casa di Diana,,Casa di Diana,House,
Pompeii,VIII.3,21,20,(Unnamed),,(Unnamed),House,
Pompeii,VIII.3,22,,,,,Shop,
Pompeii,VIII.3,23,,,,,Shop,
Pompeii,VIII.3,24,,Casa di Apollo e Coronide,,Casa di Apollo e Coronide,House,
Pompeii,VIII.3,25,,,,,Shop,
Pompeii,VIII.3,26,,,,,Workshop?,
Pompeii,VIII.3,27,,(Unnamed),,(Unnamed),House,
Pompeii,VIII.3,29,,,,,Tavern?,
Pompeii,VIII.3,31,"28,30",Casa di Pane,,Casa di Pane,House,
Pompeii,VIII.4,1,53,,,,Tavern,
Pompeii,VIII.4,4,"2-3,5-6,49,50",Casa dei Postumii/Casa di Olconio,House of the Postumii/House of Holconius,Casa dei Postumii e i suoi annessi,House,
Pompeii,VIII.4,7,,,,,Shop,
Pompeii,VIII.4,8,,,,,Shop,
Pompeii,VIII.4,9,,,,,House/workshop?,
Pompeii,VIII.4,10,,,,,Shop,
Pompeii,VIII.4,11,,,,,Workshop,
Pompeii,VIII.4,12,13,,,,Workshop,
Pompeii,VIII.4,15,"14,16,22,23,30",Casa di Cornelius Rufus,,Casa di Cornelius Rufus,House,"8.4.14,16,22= laden"
Pompeii,VIII.4,17,,,,,Tavern,
Pompeii,VIII.4,18,,,,,Shop,
Pompeii,VIII.4,19,,,,,Shop,
Pompeii,VIII.4,20,,,,,Workshop,
Pompeii,VIII.4,21,,,,,Shop,
Pompeii,VIII.4,24,,,,,Sacred Space,
Pompeii,VIII.4,25,,(Unnamed),,(Unnamed),Shop,
Pompeii,VIII.4,27,"26, 29",(Unnamed),,(Unnamed),Bakery,8.4.26= laden
Pompeii,VIII.4,28,,(Unnamed),,(Unnamed),Shop,
Pompeii,VIII.4,30,,,,,House,
Pompeii,VIII.4,31,32-33,,,,Commercial Space,
Pompeii,VIII.4,34,,(Unnamed),,(Unnamed),House,
Pompeii,VIII.4,35,,,,,Shop,
Pompeii,VIII.4,36,,,,,Shop,
Pompeii,VIII.4,37,,,,,Workshop,
Pompeii,VIII.4,38,,,,,Shop,
Pompeii,VIII.4,39,,,,,shop,
Pompeii,VIII.4,40,40a,,,,Shop,
Pompeii,VIII.4,41,,,,,Public Building,
Pompeii,VIII.4,42,,,,,"Workshop, Stables",
Pompeii,VIII.4,44,43,,,,Shop,
Pompeii,VIII.4,45,,,,,tavern,
Pompeii,VIII.4,46,,,,,Shop,
Pompeii,VIII.4,47,,,,,Shop,
Pompeii,VIII.4,48,,,,,,
Pompeii,VIII.4,51,52,,,,Tavern,
Pompeii,VIII.5,1,40,,,,shop,
Pompeii,VIII.5,2,5,Casa del Gallo ,,Casa del Gallo ,House,
Pompeii,VIII.5,3,,(Unnamed),,,Shop,
Pompeii,VIII.5,4,,(Unnamed),,,Shop,
Pompeii,VIII.5,7,6,(Unnamed),,(Unnamed),Shop,
Pompeii,VIII.5,9,"8,11,12,13,14",(Unnamed),,(Unnamed),House,
Pompeii,VIII.5,10,,,,,Shop,
Pompeii,VIII.5,16,"15,38",(Unnamed),,(Unnamed),---,
Pompeii,VIII.5,20,17,(Unnamed),,(Unnamed),Tavern? Shop?,
Pompeii,VIII.5,19,18,,,,Shop,
Pompeii,VIII.5,21,,,,,Shop,
Pompeii,VIII.5,22,23,,,,Shop,
Pompeii,VIII.5,24,,Casa del Medico,,Casa del Medico,House,
Pompeii,VIII.5,25,26,,,,Shop,
Pompeii,VIII.5,27,,,,,Shop,
Pompeii,VIII.5,28,"29,34,35",Casa della Calce o Casa dell'Imperatore Francisco II,,Casa della Calce,House,
Pompeii,VIII.5,30,31,,,,Shop,
Pompeii,VIII.5,32,,,,,Shop,
Pompeii,VIII.5,33,,,,,Shop,
Pompeii,VIII.5,36,,,,,Public Building,
Pompeii,VIII.5,37,,Casa delle Pareti Rosse,,Casa delle Pareti Rosse,House,
Pompeii,VIII.5,39,,Casa di Acceptus e Euhodia,,Casa di Acceptus e Euhodia,House,
Pompeii,VIII.6,1,"9,10,11",Abitazione trasformata in panificio,,Abitazione trasformata in panificio,Bakery,
Pompeii,VIII.6,2,7,,,,Garden,
Pompeii,VIII.6,3,,,,,Garden,
Pompeii,VIII.6,4,,(Unnamed),,(Unnamed),House,
Pompeii,VIII.6,5,,Casa trasformata in orto,,Casa trasformata in orto,Garden,
Pompeii,VIII.6,6,,(Unnamed),,(Unnamed),House,
Pompeii,VIII.6,8,,,,,Shop,
Pompeii,VIII.7,1,2,,,,"Workshop, Stables",
Pompeii,VIII.7,3,4,,,,Shop,
Pompeii,VIII.7,6,5,(Unnamed),,(Unnamed),Workshop,
Pompeii,VIII.7,8,7,(Unnamed),,(Unnamed),Workshop,
Pompeii,VIII.7,11,9-10,,,,Commercial Space,
Pompeii,VIII.7,12,,,,,Commercial Space,
Pompeii,VIII.7,15,13-14,,,,Commercial Space,
Pompeii,VIII.7,16,17,Quadriportico del Teatro,,,Public Building,
Pompeii,VIII.7,19,18,Teatro Piccolo,Small Theater,Teatro Piccolo,Theater,
Pompeii,VIII.7,20,,Corridoio dei Teatri,Theater Corridor,Corridoio dei Teatri,Public Building,
Pompeii,VIII.7,21,27,Teatro Grande,Large Theater,Teatro Grande,Theater,
Pompeii,VIII.7,24,22-23,Casa dello scultore,,Casa dello scultore,House,
Pompeii,VIII.7,25,,,,,Sacred Space,
Pompeii,VIII.7,26,,,,,House,
Pompeii,VIII.7,27,,,,,,
Pompeii,VIII.7,28,,Tempio di Iside,,Tempio di Iside,Sacred Space,
Pompeii,VIII.7,29,,,Samnite Palaestra,Palestra Sannitica,Sacred Space,
