City,Insula,Main Entrance,Secondary entrances,AGP Name,AGP English Name,AGP Italian Name,AGP Category,Attested CIL 
Pompeii,VIII.7,30,,Foro Triangolare e Tempio Dorico,Triangular Forum and Doric Temple,,Public Building,
Pompeii,IX.1,1,34,(Unnamed),,(Unnamed),Shop,
Pompeii,IX.1,2,,,,,Shop,
Pompeii,IX.1,3,33,Forno e panificio,,Forno e panificio,"Workshop, Bakery ",
Pompeii,IX.1,4,,,,Bottega,Shop,
Pompeii,IX.1,5,,Officina di L. Livius Firmus,,Officina di L. Livius Firmus,Workshop,
Pompeii,IX.1,6,,Bottega,,Bottega,Tavern,
Pompeii,IX.1,7,,(Unnamed),,(Unnamed),House? Commercial Space?,
Pompeii,IX.1,8,,Caupona,,Caupona,Tavern,
Pompeii,IX.1,9,,,,,Shop,
Pompeii,IX.1,11,10,,,,Shop,
Pompeii,IX.1,12,,Abitazione,,Abitazione,House,
Pompeii,IX.1,13,,,,,Tavern,
Pompeii,IX.1,14,,Bottega,,Bottega,Workshop,
Pompeii,IX.1,16,15,Caupona di Primus,,Caupona di Primus,Tavern,
Pompeii,IX.1,17,,,,,Shop,
Pompeii,IX.1,18,"17,19",(Unnamed),,(Unnamed),Workshop,
Pompeii,IX.1,20,30,Casa di Epidius Rufus/Casa dei Diadumeni,,Casa di M. Epidius Rufus,House,
Pompeii,IX.1,21,,,,,Shop,
Pompeii,IX.1,22,29,Casa dei Cuspii/Casa di Cuspius Pansa/Epidius Sabinus,,Casa di Epidius Sabinnus/Cuspius Pansa,House,
Pompeii,IX.1,23,,,,,Shop,
Pompeii,IX.1,24,,,,,Shop,
Pompeii,IX.1,26,25,,,,House,
Pompeii,IX.1,27,,,,,Shop,
Pompeii,IX.1,28,,Stabulum di Tesmo,Stabless of Thesmus,,Stables,
Pompeii,IX.1,32,31,,,,House ,
Pompeii,IX.2,1,29,(Unnamed),,(Unnamed),Sacred Space,
Pompeii,IX.2,2,,,,,Workshop,
Pompeii,IX.2,3,,,,,Tavern,
Pompeii,IX.2,4,,(Unnamed),,(Unnamed),Commercial Space? ,
Pompeii,IX.2,5,,(Unnamed),,(Unnamed),Commercial Space? ,
Pompeii,IX.2,6,,Casa della Fontana d'amore,,Casa della Fontana d'amore,Shop,
Pompeii,IX.2,7,8,,,,House,
Pompeii,IX.2,9,,(Unnamed),,(Unnamed),Shop,
Pompeii,IX.2,10,14,(Unnamed),,(Unnamed),House,
Pompeii,IX.2,11,,(Unnamed),,(Unnamed),Tavern,
Pompeii,IX.2,12,,,,,Tavern,
Pompeii,IX.2,13,,,,,House ,
Pompeii,IX.2,16,15,Casa di T. Dentatius Panthera,,Casa di T. Dentatius Panthera,House,
Pompeii,IX.2,17,,(Unnamed),,(Unnamed),House,
Pompeii,IX.2,18,,(Unnamed),,(Unnamed),House,
Pompeii,IX.2,21,"19,20",(Unnamed),,(Unnamed),House,
Pompeii,IX.2,22,,(Unnamed),,(Unnamed),Shop,
Pompeii,IX.2,23,,(Unnamed),,(Unnamed),Shop,
Pompeii,IX.2,24,,Stabulum,,Stabulum,"Workshop, Stables",
Pompeii,IX.2,25,,(Unnamed),,(Unnamed),Shop,
Pompeii,IX.2,26,,Casa di M. Casellius Marcellus,,(Unnamed),House,
Pompeii,IX.2,27,28,Casa del Granduca di Toscana,,Casa del Granduca di Toscana,House,
Pompeii,IX.3,2,1,Fabbrica di prodotti chimici,,Fabbrica di prodotti chimici,Workshop,
Pompeii,IX.3,3,,,,,Shop,
Pompeii,IX.3,4,,,,,Shop,
Pompeii,IX.3,5,24,Casa di Marcus Lucretius,,Casa di Marcus Lucretius,House,
Pompeii,IX.3,6,,,,,Shop,
Pompeii,IX.3,7,,(Unnamed),,(Unnamed),Shop,
Pompeii,IX.3,8,,,,,Shop,
Pompeii,IX.3,9,,,,,Workshop,
Pompeii,IX.3,10,"11,12",Panificio,,Panificio,"Workshop, Bakery",
Pompeii,IX.3,13,,,,,Tavern,
Pompeii,IX.3,14,,Bottega di C. Catius Scithus,,Bottega di C. Catius Scithus,Shop,
Pompeii,IX.3,15,,(Unnamed),,(Unnamed),House,
Pompeii,IX.3,16,,,,,Workshop,
Pompeii,IX.3,17,,Bottega,,Bottega,Shop,
Pompeii,IX.3,18,,Bottega,,Bottega,Shop,
Pompeii,IX.3,19,20,Casa e panificio di Papirius Sabinus,,Casa e panificio di Papirius Sabinus,"Workshop, Bakery",
Pompeii,IX.3,21,22,,,,House,
Pompeii,IX.3,23,,(Unnamed),,(Unnamed),House,
Pompeii,IX.3,25,,,,,House?,
Pompeii,IX.4,1,20,,,,Shop,
Pompeii,IX.4,2,,,,,Shop,
Pompeii,IX.4,3,,,,,Shop,
Pompeii,IX.4,4,,,,,Shop,
Pompeii,IX.4,5,"10,13,14,15,16,18",,,,Public Buliding,
Pompeii,IX.4,6,,,,,Shop,
Pompeii,IX.4,7,,,,,Shop,
Pompeii,IX.4,8,,,,,Shop,
Pompeii,IX.4,9,,,,,Shop,
Pompeii,IX.4,11,,,,,Shop,
Pompeii,IX.4,17,,,,,Tavern?,
Pompeii,IX.4,19,,,,,Shop,
Pompeii,IX.4,20,,,,,Shop,
Pompeii,IX.4,21,,,,,Shop,
Pompeii,IX.5,2,"1,3,22",Casa di Achille,,Casa di Achille,House,
Pompeii,IX.5,4,,Panificio,,Panificio,"Workshop, Bakery",
Pompeii,IX.5,5,,,,,Shop,
Pompeii,IX.5,6,17,(Unnamed),,(Unnamed),House,
Pompeii,IX.5,7,,,,,Shop,
Pompeii,IX.5,8,,,,,Shop,
Pompeii,IX.5,9,,Casa dei Pigmei,,Casa dei Pigmei,House,
Pompeii,IX.5,10,,,,,Shop,
Pompeii,IX.5,11,13,(Unnamed),,(Unnamed),House,
Pompeii,IX.5,12,,,,,Shop,
Pompeii,IX.5,14,"15,16",(Unnamed),,(Unnamed),House,
Pompeii,IX.5,18,"19,20,21",Casa di Giasone,,Casa di Giasone,House,
Pompeii,IX.6,2,,Cella meretricia?,,,"Workshop, Brothel?",
Pompeii,IX.6,3,,Casa di P.F.L,,Casa di P.F.L,House,
Pompeii,IX.6,4,7,(Unnamed),,(Unnamed),House,
Pompeii,IX.6,5,,Casa di Oppius Gratus,,,House,
Pompeii,IX.6,6,,Stairs to upper level,,,,
Pompeii,IX.6,8,,(Unnamed),,(Unnamed),"Workshop, Brothel",
Pompeii,IX.6,a,1,,,,Shop,
Pompeii,IX.6,b,,Bottega,,Bottega,Tavern,
Pompeii,IX.6,c,,,,,Shop,
Pompeii,IX.6,d,e,(Unnamed),,(Unnamed),House,
Pompeii,IX.6,f,,(Unnamed),,(Unnamed),shop,
Pompeii,IX.6,g,,,,,House,
Pompeii,IX.7,1,,Officina coactiliaria e officina infectoria,,Officina coactiliaria e officina infectoria,Workshop,
Pompeii,IX.7,2,,,,,Workshop,
Pompeii,IX.7,3,,,,,House,
Pompeii,IX.7,4,,,,,Shop,
Pompeii,IX.7,5,,,,,Workshop,
Pompeii,IX.7,6,"5,7",Officina coactilaria di Verecundus,,Officina coactilaria di Verecundus,Workshop,
Pompeii,IX.7,7,,,,,Shop,
Pompeii,IX.7,8,,,,,Shop,
Pompeii,IX.7,9,,,,,House,
Pompeii,IX.7,10,,,,,Shop,
Pompeii,IX.7,11,,,,,Workshop,
Pompeii,IX.7,12,,(Unnamed),,(Unnamed),House,
Pompeii,IX.7,13,,,,,tavern,
Pompeii,IX.7,14,,,,,,
Pompeii,IX.7,15,,,,,Other,
Pompeii,IX.7,16,,(Unnamed),,(Unnamed),House,
Pompeii,IX.7,17,,,,,,
Pompeii,IX.7,19,18,Casa dello Specchio,,Casa dello Specchio,House,
Pompeii,IX.7,20,,Casa della Fortuna,,Casa della Fortuna,House,
Pompeii,IX.7,22,21,(Unnamed),,(Unnamed),Inn,
Pompeii,IX.7,23,,,,,Tavern,
Pompeii,IX.7,24,25,(Unnamed),,(Unnamed),Tavern,
Pompeii,IX.7,25,,,,,Inn? ,
Pompeii,IX.7,26,,,,,Commercial Space? ,
Pompeii,IX.8,1,,(Unnamed),,(Unnamed),Shop,
Pompeii,IX.8,2,,,,,Other,
Pompeii,IX.8,4,,,,,Shop,
Pompeii,IX.8,5,,,,,Shop,
Pompeii,IX.8,6,"3,a",Casa del Centenario,,Casa del Centenario,House,
Pompeii,IX.8,7,,,,,Shop,
Pompeii,IX.8,8,,,,,House,
Pompeii,IX.8,b,,Albergo di Hyginius Firmus,,Albergo di Hyginius Firmus,Inn,
Pompeii,IX.8,c,,,,,House,
Pompeii,IX.9,2,a,,,,Restaurant,
Pompeii,IX.9,4,"3,5",(Unnamed),,(Unnamed),House,
Pompeii,IX.9,6,"7,10",Casa del vinaio,,Casa del vinaio,Workshop,
Pompeii,IX.9,8,9,Caupona,,Caupona,"Tavern,",
Pompeii,IX.9,11,,(Unnamed),,(Unnamed),House,
Pompeii,IX.9,12,"13,e",Albergo,,Albergo,Inn,
Pompeii,IX.9,c,b,Casa di C. Sulpicius Rufus,,Casa di C. Suplicius Rufus,House,
Pompeii,IX.9,d,,(Unnamed),,(Unnamed),House,
Pompeii,IX.9,f,,(Unnamed),,(Unnamed),House,
Pompeii,IX.9,g,,Casa di P. Aemilius Celer,,Casa di P. Aemilius Celer,House,
Pompeii,IX.10,1,,,,,House,
Pompeii,IX.10,2,,(Unnamed),,(Unnamed),House,
Pompeii,IX.11,1,,Ara compitale e Affresco sei Dodici Dei,,Ara compitale e Affresco sei Dodici Dei,House,
Pompeii,IX.11,2,3,Caupona di Asellina,,Caupona di Asellina,Tavern,
Pompeii,IX.11,4,,,,,Shop,
Pompeii,IX.11,5,6,,,,Workshop,
Pompeii,IX.11,7,,,,,House,
Pompeii,IX.11,8,,,,,Shop,
Pompeii,IX.12,1,2,"Case del Cenacolo I e II, Bottega di Crescens e Caupona di Purpurio",,"Case del Cenacolo I e II, Bottega di Crescens e Caupona di Purpurio",House,
Pompeii,IX.12,3,,,,,Shop,
Pompeii,IX.12,4,"3,5",,,,House,
Pompeii,IX.12,5,,,,,Shop,
Pompeii,IX.12,6,"7,8",,,,"Workshop, Bakery",
Pompeii,IX.12,8,,,,,Stables,
Pompeii,IX.13,3,"1,2",Casa di Giulio Polibio,,Casa di Giulio Polibio,House,
Pompeii,IX.13,4,,,,,Shop,
Pompeii,IX.13,5,"4,6",Fullonica di Ululitremulus,,Fullonica di Ululitremulus,House,
Pompeii,IX.13,6,,,,,Workshop,
Pompeii,IX.14,1,"a,b",,,,Tavern,
Pompeii,IX.14,4,"2,c",Casa di Obellius Firmus,,Casa di Obellius Firmus,House,
Pompeii,IX.14,3,,,,,Shop,
Pompeii,IX.14,d,,(Unnamed),,(Unnamed),House,
,.,,,,,,,
,.,,,,,,,
,.,,,,,,,
,.,,,,,,,
,.,,,,,,,
,.,,,,,,,
,.,,,,,,,
,.,,,,,,,
,.,,,,,,,
,.,,,,,,,
,.,,,,,,,
